from_user,text,created_at
,#موسي عايز واحد زي #ابو_اسماعيل هو الي يعرف ياكل معاه في الكلام #مناظرة_الرئاسة #ابوالفتوح,07/05/2012 23:28
,#مصر #اخوان اذا لم تنشرها اعرف ان #الشاطر هو من منعك وان #ابو_اسماعيل مسيطر عليك ههههههه @MohamedElgawady @Nermbed http://t.co/B70X3MPL,07/05/2012 23:28
,محدش عنده كلام واضح فينك يا #ابو_اسماعيل :),07/05/2012 23:28
,"@MuhammedAES انا من كتر الملل نمت في الفاصل, #عمرو_موسي توهني في الكلام اكتر من #ابو_اسماعيل لما كان مع @YosriFouda #مناظرة",07/05/2012 23:27
,كان نفسى أشوف #ابو_اسماعيل فى المناظرة دى .. قمة الكوميديا\nبس عامة حجم الكوميديا هيعوضه #شفيق,07/05/2012 23:27
,#ابو_اسماعيل نزل بيان للأمه الان يا جدعان !! سيبوا اللى فى اديكوا و اجروا :D,07/05/2012 23:27
,انا كان نفسى اشوف #ابو_اسماعيل فى مناظره .. بجد !,07/05/2012 23:28
,تقريبا تقريبا زى ما تحريراوى كان بيتفرج على لقاء تانى ل #ابو_اسماعيل مع يسرى فوده . مؤيدى #ابوالفتوح كانو بيتفرجو على مناظره تانيه خالص :D,07/05/2012 23:28
,RT @A7mdAnwar: تقريبا تقريبا زى ما تحريراوى كان بيتفرج على لقاء تانى ل #ابو_اسماعيل مع يسرى فوده . مؤيدى #ابوالفتوح كانو بيتفرجو على مناظره تانيه خالص :D,07/05/2012 23:28
,مزيد من التأكيد انه لا رجل فيهم مناسب لمصر #مناظرة_الرئاسة فينك يا #ابو_اسماعيل,07/05/2012 23:28
,#ازاى_تزود_الفولورز اشتم فى #ابو_اسماعيل .,07/05/2012 23:28
,@Tahrirawi كان نفسى اشوف #ابو_اسماعيل فى مناظره زى دى والله كان بدع و صراحته و عدم خوفه من حد كان حيخلى الناس كلها تأييده,07/05/2012 23:28
,RT @Hazem_Ismael: @Tahrirawi كان نفسى اشوف #ابو_اسماعيل فى مناظره زى دى والله كان بدع و صراحته و عدم خوفه من حد كان حيخلى الناس كلها تأييده,07/05/2012 23:28
,@A7mdAnwar #ازاى_تزود_الفولورز اشتم فى #ابو_اسماعيل و إزاي تقلل الفولورز اشتم ف #أبوالفتوح,07/05/2012 23:28
,"RT @GreissM: ""@A7mdAnwar #ازاى_تزود_الفولورز اشتم فى #ابو_اسماعيل"" و إزاي تقلل الفولورز اشتم ف #أبوالفتوح",07/05/2012 23:28
,"الحقيقة ان حازك #ابو_اسماعيل اغلق الباب كليا على كل المرشحين خلفه و لم يتركه لنا ""موارب"" و لو قليلا ... عايزين حازم يا ولاد التيييييييت",07/05/2012 23:29
,فعلا كان #ابو_اسماعيل رجل متكلم وواثق من نفسه في الحوارات و بدون تردد او حرج اعتقد لهذا السبب ابعدوه,07/05/2012 23:29
,"RT @7ooda2: الحقيقة ان حازك #ابو_اسماعيل اغلق الباب كليا على كل المرشحين خلفه و لم يتركه لنا ""موارب"" و لو قليلا ... عايزين حازم يا ولاد التيييييييت",07/05/2012 23:29
,الله يمسيك بالخير يا #ابو_اسماعيل كانزمانك قرقشت #موسى,07/05/2012 23:29
,كلمه حقولها و اجرى على الله مهما اختلفنا معه  #ابو_اسماعيل لو كان بدل ابو الفتوح فى #المناظره كان مسح عمرو موسى بأستيكه,07/05/2012 23:29
,http://t.co/zXS2g2Ro مكفهوش وسام عبد الوارث في الحكمه استقال تحت ضغطه كمان ملهم العيسوي حازم كداب وقاطع رزق #مصر #ابو_اسماعيل #حازم_كذاب,07/05/2012 23:29
,@Nashwa14 #مصر #ابو_اسماعيل #حازم_كذاب إزاي وسام يستقيل وهو صاحب القناه في حاجه غلط في إلخبر  أو أنا مش فاهم,07/05/2012 23:29
,"الممتع في الامر اية  , ان الناس سقطت #ابو_اسماعيل  و ولاد ابو اسماعيل و لا كأنه هااجر كندااا .. سبحان الله شوف من فين لفين #هأو #بقى_ذكريات",07/05/2012 23:29
,#مناظرة_الرئاسة #ابو_الفتوح أيضاً كاذب ليصل للحكم كان مع العنف في الجماعة التي أسسها و كدب ذي #ابو_اسماعيل علشان الكرسي http://t.co/VwHycYLS,07/05/2012 23:29
,أحلي حاجه في كل الهري المبكي اللي أحنا عايشينه ده....أن خائن #ابو_اسماعيل قالك أنه بيفاضل بين مرسي وأبو الفتوح لأختيار أحدهم ودعمه للرئاسة,07/05/2012 23:29
,عاااااااااااااااااااااااااااااااااااااااااااجل:::: #موسى #شفيق #ابو_اسماعيل \nأبو إسماعيل للمصريين فى الخارج: لا تنتخبوا شفيق ولا موسى,07/05/2012 23:29
,#Tahrir #الانتخابات_الرئاسية\nبعد رفض الجميع لدعوته، #حازم #ابو_اسماعيل يأجل مليونيته في التحرير لأجل غير مسمى... http://t.co/uMbC93VL,07/05/2012 23:28
,#egyelections #egypt #tahrir #25jan #epic_fail مش مقتنع بحد ومش عايز اقاطع فكون مع ولاد #ابو_اسماعيل وبحاول اقنع نفسى بـ #خالد_على او #حمدين,07/05/2012 23:28
,ههههههههههههههههههه خاااااااااائن #ابو_اسماعيل رئيسا بالدراع وبالعافية ورغم أنف الجميع....ولومش موجود بالقايمة..هانحشره برضوا فيها #قهر كده,07/05/2012 23:30
,| عندي نموذج للترابط الاسري..ابويا هينتخب #موسي..امي  #مرسي...اختي  #ابو_الفتوح..وانا #حمدين_صباحي..و الشغاله مصممه علي #ابو_اسماعيل xD,07/05/2012 23:30
,لو متضايق ان #المناظرة خلصت الساعة 2 الصبح احمد ربنا ان ماكنش فيها #ابو_اسماعيل وإلا كان خنمها بصلاة الفجر #monazarat,07/05/2012 23:30
,مستني قرار الشيخ ؟؟!!! #salafis #aboisma3el #ابو_اسماعيل #سلفي http://t.co/2KnHvrIz,07/05/2012 23:29
,https://t.co/d85T3QM2 &gt; هو #ابو_اسماعيل رمز الاسد :],07/05/2012 23:29
,تابعوني علي هذا الحساب وزورو مدونتي الخاصه وأعدكم ان تستمتعو وسأقوم بإعادة المتابعة\n#ksa #FF #F4F #saudi #حمدين #ابو_الفتوح #ابو_اسماعيل,07/05/2012 23:29
,فعلا مفيش فايدة #ابو_اسماعيل :D http://t.co/ebCA2bjy,07/05/2012 23:29
,كلامنى قوي بتحب تبان واحد غلبان و انا باجي عليه ..كل ما افتكر #ابو_اسماعيل افتكر الاغنية ديه #تسلم  #تامر_عاشور :D,07/05/2012 23:29
,@Dido_Nabil بينما #حازم #ابو_اسماعيل لم يخرج دليل واحد على صدق كلامه و إدعائته، هذا بالإضافة لمسؤوليته (أو شبهة مسؤوليته) عن أحداث #العباسية,07/05/2012 23:29
,#حازم #ابو_اسماعيل #Tahrir #Egypt #May11\nهدوء وسيولة مرورية في «التحرير» وإزالة منصة أنصار #أبو_إسماعيل http://t.co/LDb6j5hO,07/05/2012 23:29
,RT @ArrestHazzem: #حازم #ابو_اسماعيل #Tahrir #Egypt #May11\nهدوء وسيولة مرورية في «التحرير» وإزالة منصة أنصار #أبو_إسماعيل http://t.co/LDb6j5hO,07/05/2012 23:29
,"RT @anonymousEGY: RT @ArrestHazzem: عشرة أسئلة من ملهم العيسوي ل #حازم #ابو_اسماعيل طردت العيسوي من قناة ""الرحمة""! http://t.co/rgeJk4SJ #Tahrir #Salafis #MOD",07/05/2012 23:30
,يا ريت لو حد معانا هنا من انصار #ابو_اسماعيل او #السلفيين يقولنا رأيه، بعد مناظرة امبارح هل هتدي صوتك لـ #ابو_الفتوح؟,07/05/2012 23:30
,#ابو_اسماعيل اهم شئ انه اللى يكسب ثورى وبيقوله انه هيعلن ان انصاره هترشح واحد ثورى بجد تشكرا يا شيخ محترم \n#Tahrir #Noscaf #Egypt,07/05/2012 23:30
,حازم ابو اسماعيل ؟ مفيش فايده :D #حازم #ابو_اسماعيل #حازمون #SALFY #IKWAN #اهو_غلاسه_بقه :D http://t.co/kTl2fdBF,07/05/2012 23:30
,الناس الي مصره ان المرشحين خافوا من #حمدين زي الي مقتنع ان في خمس هيئات مختلفه اتفقت علي #ابو_اسماعيل #ابو_الفتوح,07/05/2012 23:30
,@KhalidAlyPr_Cam دفاعه عن #ابو_اسماعيل رغم انه منافس ليه,07/05/2012 23:30
,زمان كانت بوسترات #ابو_اسماعيل بتطاردنى دلوقتى بوسترات #موسى عاملة الواجب معايا,07/05/2012 23:30
,#ابو_الفتوح انت غلبان اوى توحة #ابو_اسماعيل لو كان بدالك كان فرش ملاية لعمرو موسي #الفلول #EGYPT  #مناظرة #monazrat,07/05/2012 23:31
,#الزلزال ده بسبب انكم استبعدتم #ابو_اسماعيل رضي الله عنه وأرضاه توبوا لربكم واستغفروه واعيدوا ابو اسماعيل,07/05/2012 23:30
,RT @muhammad_fayyaz: #الزلزال ده بسبب انكم استبعدتم #ابو_اسماعيل رضي الله عنه وأرضاه توبوا لربكم واستغفروه واعيدوا ابو اسماعيل,07/05/2012 23:30
,و بعد شوية هيطلع علينا الاخوة #حازمون بتصريح ان  هذا #الزلزال هو مجرد البداية  لغضب  من الله لعدم  ترشح #ابو_اسماعيل #Egypt  #FF,07/05/2012 23:30
,اعلانات #ابو_الفتوح  ع الماسنجر ، مش كان #ابو_اسماعيل اولي؟!,07/05/2012 23:30
,#ابو_اسماعيل ... هزة أنا معرفش هزة دى مش تبعى خالص دول بعض الإخوة المحبين #egypt,07/05/2012 23:30
,@Essam_abdine @Hazem_Azim انا سمعتها من #ابو_اسماعيل :/,07/05/2012 23:30
,فينك يا #ابو_اسماعيل ؟ مش كان زمان التايملاين مليان ناس بتشتم في بعض بسببك بدل ما مؤيدي مرشحين الثورة بيفشخوا لبعض بسبب استبعادك #خسارة,07/05/2012 23:30
,اعتقد الوحيد اللي ممكن ينافس ابو اسماعيل في التخن هو عماد اديب #cbc #ابو_اسماعيل #tahrir #fact,07/05/2012 23:30
,#الاسلام ليس حكر ع #الاخوان او #ابو_اسماعيل الاسلام دين معامله فماذا قدمت لدينك ؟ستجاوب الله وتقول له رشحت #موسي وناصرت #حازم الا تستحوا,07/05/2012 23:31
,RT @Hagor8: #الاسلام ليس حكر ع #الاخوان او #ابو_اسماعيل الاسلام دين معامله فماذا قدمت لدينك ؟ستجاوب الله وتقول له رشحت #موسي وناصرت #حازم الا تستحوا,07/05/2012 23:31
,مرشحين مستخدمين ابو #ابو_الفتوح #ابو_اسماعيل .. انا خايف مرشح يبقى #ابو_امك !,07/05/2012 23:31
,RT @El_Molasam: اعتقد الوحيد اللي ممكن ينافس ابو اسماعيل في التخن هو عماد اديب #cbc #ابو_اسماعيل #tahrir #fact,07/05/2012 23:31
,#حازم #ابو_اسماعيل #Tahrir #Egypt #May11\nالجمعة القادمة: أدعوكم لإجتماع كبير، و حدث خطير، في ميدان التحرير\nوكل... http://t.co/22ACvFak,07/05/2012 23:31
,@YasminMahfouz #ابو_اسماعيل  الش يبقى تيجى فى حضننا :D,07/05/2012 23:31
,@Zeinobia #حازم #ابو_اسماعيل #Tahrir\nالجمعة القادمة: أدعوكم لإجتماع كبير، وحدث خطير، في التحرير\nوكل إشتغاله و أنتم بخير http://t.co/22ACvFak,07/05/2012 23:31
,RT @ArrestHazzem: #حازم #ابو_اسماعيل #Tahrir #Egypt #May11\nالجمعة القادمة: أدعوكم لإجتماع كبير، و حدث خطير، في ميدان التحرير\nوكل... http://t.co/22ACvFak,07/05/2012 23:31
,@nawaranegm  #حازم #ابو_اسماعيل #Tahrir\nالجمعة القادمة: أدعوكم لإجتماع كبير وحدث خطير، في التحرير\nكل إشتغاله وأنتم بخير http://t.co/22ACvFak,07/05/2012 23:31
,@BarackObama_Ar #حازم #ابو_اسماعيل #Tahrir #Egypt #NoSCAF\nالجمعة القادمة: أدعوكم لإجتماع كبير وحدث خطير، في التحرير\n http://t.co/22ACvFak,07/05/2012 23:31
,طب #ابو_اسماعيل وكانت امه امريكيه ... ونقول انه ملوش سلطه عليها ... والراجل اتظلم \nطب بالنسبه للي اولاده امريكان ... انتخبه ازاي,07/05/2012 23:31
,الهدوء يخيم على التحرير لأول مرة منذ أسابيع بعد إلغاء مليونية أبو إسماعيل http://t.co/cpzsfZW5\n#مصر #ابو_اسماعيل,07/05/2012 23:31
,احترمت #ابو_اسماعيل جدا بعدما رفض #ابو_الفتوح #موسي #شفيق #المرسي مناظرة #حمدين_صباحي لاني متاكد ان ابو اسماعيل مكانش هيخاف زيهم @XMENshawi,07/05/2012 23:32
,في مصر #الثورة: #شفيق لايَـزال مُرشَّحاً رِئاسِيـاً و #فايزة لاتَـزال وزيرة و #مرتضى لايزال هارباً و #ابو_اسماعيل لا يزال شيخاً\n\n#25jan #مصر,07/05/2012 23:32
,@Tahrirawi احلى حاجة فى زياد انه بيستفز اللى بيشتمو #ابو_اسماعيل بالذوق :))) #حازمون,07/05/2012 23:32
,شكرا يا ناس ياللي رديتوا D: طلع هيختار بين ابو الفتوح و مرسي #ابو_اسماعيل,07/05/2012 23:32
,@Tahrirawi: #حازم ابو اسماعيل الليلة بجامع اسد بن الفرات بالدقي الساعة 9 وبث مباشر على قناة #الحكمة\n#أبو_إسماعيل #ابو_اسماعيل #حازمون,07/05/2012 23:32
,#صباحي كان معتبر صدام قائد والقذافي زعيم..و #ابو_اسماعيل شايف ان بن لادن شيخ ومجاهد ...مايفرقوش كتير عن بعض بالنسبة لي ..الإتنين ما يلزمونيش,07/05/2012 23:32
,في الطريق إلى مسجد #أسد بن الفرات لحضور لقاء #حازم #ابو_اسماعيل .. #سنحيا_كراما,07/05/2012 23:32
,حاتم بجاتو بيتكلم عن جنسية #ابو_اسماعيل و بيعرض النسخ الاصلاية على #الجزيرة #HazemSalah,07/05/2012 23:31
,RT @Sarah_AboZeid: #حمدين_صباحي واحد مننا، #البرادعى واحد أحسن مننا، #ابو_اسماعيل واحد كفرنا كلنا، #شفيق واحد منهم مش مننا #ابو_الفتوح واحد بيشتغلنا كلنا...,07/05/2012 23:31
,#حمدين_صباحي واحد مننا، #البرادعى واحد أحسن مننا، #ابو_اسماعيل واحد كفرنا كلنا، #شفيق واحد منهم مش مننا #ابو_الفتوح واحد بيشتغلنا كلنا...,07/05/2012 23:31
,الشيخ أسد الآن من مسجد #حازم بن الفرات.\n#fb #حازمون #ابو_اسماعيل,07/05/2012 23:31
,#ابو_اسماعيل علي الحكمة بيتكلم بقاله عشر دقايق ماقالش فكرة واحدة مترابطة-وان لم يكن من البد بد - فان البد لابد منه,07/05/2012 23:31
,اياكم ان يتسلل اليأس الى قلوبكم او تعتقدوا ان العمل قد انتهى فالعمل لم يبدأ بعد #ابو_اسماعيل :))))))) حبيبي والله :)))),07/05/2012 23:31
,حازم من الدقي الآن : اياكم ان يتسلل اليأس الى قلوبكم او تعتقدوا ان العمل قد انتهى فالعمل لم يبدأ بعد #ابو_اسماعيل #حازمون,07/05/2012 23:31
,#egypt #مصر / الشيخ #حازم #ابو_اسماعيل الأن على قناة #الحكمة بث مباشر... #سنحيا_كراما,07/05/2012 23:32
,"الشيخ حازم أبو اسماعيل : حاولنا قدر مانستطيع الا تضيع هذه الثورة مثل غيرها , بدات بالعزم وضاعت بقلة الوعي #حازمون #ابو_اسماعيل",07/05/2012 23:32
,@n70_sg مش فاهة حاجة يااستاذ- #ابو_اسماعيل بيخرف بقاله ربع ساعة من غير فكرة واحدة مترابطة,07/05/2012 23:32
,#ابو_اسماعيل: أجساد النساء يستبيحها الجنود، والجيش يعذبنا كالنظام السابق ، امال فين اسطوانه ( ايه اللى وداهم هناك دلوقتى ؟ ),07/05/2012 23:32
,إلزام رؤيته!!!! مهمة جداً!! #ابو_اسماعيل #ابوإسماعيل #حازمون #Egypresident http://t.co/g5k2wP1g,07/05/2012 23:32
,هو ابواسماعيل جاي فين ؟؟\n#أسد_الفرات #\n#حازمون #حازم  #ابو_اسماعيل,07/05/2012 23:33
,RT @KhoKhaZ: هو ابواسماعيل جاي فين ؟؟\n#أسد_الفرات #\n#حازمون #حازم  #ابو_اسماعيل,07/05/2012 23:33
,اولاد #ابو_اسماعيل مش فالحين غير فى جمع التوكيلات #مصر,07/05/2012 23:32
,"الله يرحم أيامك يا #ابو_اسماعيل ,, كان منيمهم مالمغرب!!!,, #حمدين_صباحي #أبوالفتوح #محمد_مرسي #من_الرئيس #المرشح_الرئيس #cbcegyelections",07/05/2012 23:32
,RT @Figo00o: ف وسط الازمات والظلم والحرب الي علية بيهزر ويضحك #ابو_اسماعيل,07/05/2012 23:32
,ف وسط الازمات والظلم والحرب الي علية بيهزر ويضحك #ابو_اسماعيل,07/05/2012 23:32
,#ابو_اسماعيل : لازم ننزل ننتخب ونحمي الانتخابات,07/05/2012 23:32
,#ابو_اسماعيل : القضية دلوقتي مش قضية شريعة .. القضية دلوقتي قضية شعب .. والشريعة دلوقتي موجودة في جميع الاحوال,07/05/2012 23:33
,#ابو_اسماعيل فارش الملاية لكل الخونة فارشها ع الآخر,07/05/2012 23:33
,RT @Figo00o: #ابو_اسماعيل : القضية دلوقتي مش قضية شريعة .. القضية دلوقتي قضية شعب .. والشريعة دلوقتي موجودة في جميع الاحوال,07/05/2012 23:33
,#ابو_اسماعيل وبعض كلمات للآمل وعدم اليآس والاستسلام,07/05/2012 23:33
,والنبى انت كمان ياعم #ابو_اسماعيل اتركنلنا على جمب انت واللىبيفتو فحوار الحرام والحلال علشان مش انت اللى هتعلمنا والواحد طبيعى مش ناقص خلقتك,07/05/2012 23:33
,#ابو_اسماعيل بيتكلم عن إنشاء حزب او حركة ستكون دولية وسياسية وتتخطى الحدود الضيقة,07/05/2012 23:33
,#ابو_اسماعيل : كلمة سنحيا كراماً لم تكن كلمة في فترة وانتهت .. والهتاف الان سنحيا كراما .. سنحيا كراماً ف الدنيا او سنحيا عند الله كراماً,07/05/2012 23:33
,#ابو_القتوح فجأة اصبح مرشح توافقى بالصدفة. لو كانا #ابو_اسماعيل و #البرادعى موجودان، لما رشحه أحد.,07/05/2012 23:34
,RT @Figo00o: #ابو_اسماعيل بيتكلم عن إنشاء حزب او حركة ستكون دولية وسياسية وتتخطى الحدود الضيقة,07/05/2012 23:33
,RT @Figo00o: #ابو_اسماعيل : كلمة سنحيا كراماً لم تكن كلمة في فترة وانتهت .. والهتاف الان سنحيا كراما .. سنحيا كراماً ف الدنيا او سنحيا عند الله كراماً,07/05/2012 23:33
,#الرئاسة #الانتخابات اللي بيقول #كره #حازم #ابو_اسماعيل علشان انصاره، احب اقوله اني كرهت كل #المرشحين علشان انصارهم عادي يعني #منطق #الجهلاء,07/05/2012 23:33
,RT @engAhmedteefa: #الرئاسة #الانتخابات اللي بيقول #كره #حازم #ابو_اسماعيل علشان انصاره، احب اقوله اني كرهت كل #المرشحين علشان انصارهم عادي يعني #منطق #الجهلاء,07/05/2012 23:34
,#ابو_اسماعيل الامه لابد ان تتغربل ولابد ان تتمايز الصفوف,07/05/2012 23:34
,#حازم #ابو_اسماعيل في مسجد أسد الفرات: يعلن تأسيس حزب أسمه الأمة! هي أيه الحكاية؟ هو فاكر نفسه البرادعي؟ يا شيخ... http://t.co/vPVDB63g,07/05/2012 23:34
,"#عاجل | #ابو_اسماعيل يعلن تأسيس حزب سياسيّ جديد تحت اسم""الأمة المصرية"",,,\n#خالد_على #رئيس #مصر #حازمون #ابو_الفتوح #Alex #AlexTweetUp #صباحى",07/05/2012 23:34
,"#حازم #ابو_اسماعيل في مسجد أسد الفرات:  ""معايا مستندين خاصين بالجنسية لم يأتي الوقت لإظهارهم بعد"" و يؤجل اختيار... http://t.co/82AT9SHF",07/05/2012 23:34
,مش عارف ليه للحظة حسيت ان #ابو_اسماعيل اللي بيتكلم مش #ابو_الفتوح .. والله ما بتريق,07/05/2012 23:34
,#فاصل_كوميدي #ابو_اسماعيل معايا مستندين خاصين بالجنسية لم اظهرهما وتعمدت ذلك لانهم ارادوا ان يرسموا خطتهم بناء على ما عندي ونسوا اني محامي,07/05/2012 23:34
,#ابو_اسماعيل : كلمة سنحيا كراماً لم تكن كلمة في فترة وانتهت .. والهتاف الان سنحيا كراما .. سنحيا كراماً فى الدنيا ..,07/05/2012 23:35
,#ابو_اسماعيل بيثبت كل يوم انه مريض نفسى بدون شك http://t.co/od4baJBU,07/05/2012 23:35
,RT @3sal_eswed: ألو .. سنترال المريوطية ... اشوفها بتولع #ابو_اسماعيل,07/05/2012 23:35
,ألو .. سنترال المريوطية ... اشوفها بتولع #ابو_اسماعيل,07/05/2012 23:35
,على الهواء.. “بجاتو” يثبت بالمستندات الجنسية الأمريكية لوالدة أبو إسماعيل – فيديو | محيط http://t.co/qoWV4Ocs #moheet #ابو_اسماعيل,07/05/2012 23:35
,#حازم #ابو_اسماعيل #Tahrir #Egypt #May11 #أبو_إسماعيل\nيلا يجماعة شير و إنفايت بقى http://t.co/jupp7gEh,07/05/2012 23:35
,بيقولك مره واحد #ابو_اسماعيل قالوله عندك مستندات قاللهم معنديش و هوه عنده جوه :D,07/05/2012 23:35
,#ابو_اسماعيل هيعمل حزب #egypt #noscaf #FB #tahrir,07/05/2012 23:35
,#ابو_اسماعيل يطالب انصاره بوضع ورقة انتخاب عليها اسمه .. طب انا هاحط ورقة عليها اسم#البرادعي,07/05/2012 23:35
,#ابو_اسماعيل #Tahrir #مشروع_تويتر_إسلامي #أبو_إسماعيل #تقبل_تتزوج_بنت_تدخل_تويتر\nلازم #حازم يتحاكم\nhttps://t.co/xyBM1eHB,07/05/2012 23:34
,#ابو_اسماعيل العرص ملاقاش حاجة في الدين اللي هوا كان نازل كـ مرشح اسلامي يطبقه يقوله انزل اوقف اللي بيموتو عشانك في #العباسية,07/05/2012 23:34
,عرفتو #ابو_اسماعيل هيايد مين فى الانتخابات ؟؟؟؟ ههههههههههههههههههههههههههههههههههه #لول,07/05/2012 23:34
,من انهارده مفييييييييييييش رئيس .. انا الرئيس ااااااااااااااااانا الرئيس #ابو_اسماعيل,07/05/2012 23:35
,من الاخر ولاد #ابو_اسماعيل وولاد البرادعي اتلطموا بعديهم ومش مقتنعين بأي اختيار من الي موجودين وده لانهم كان بيساندوا شخص مش وطن,07/05/2012 23:35
,بقيت بحس ان #ابو_اسماعيل فجر وفاكر نفسه مناضل وعايز يوصل للحكم باى طريقه ومعتمد على العبيد اللى عينه سيد عليهم ، بيستمد قوته منهم !,07/05/2012 23:35
,عبيد #ابو_اسماعيل مش عايزين يصدقه انه كداب عشان ميتصدموش فا قررو انهم يصدقوه هو ويفضلو معاه للاخر ، بس اى اخر الله اعلم,07/05/2012 23:35
,#ابو_اسماعيل يدعو للتصويت لصالحه فى ورقة مستقلة بالانتخابات الرئاسية || http://t.co/xjsmoGs3,07/05/2012 23:35
,#ابو_اسماعيل حالياً زي القذافي في آخر ايامه :D,07/05/2012 23:35
,احا .. هو حازمو هيعملوا حزب .. اومال فين الجهاد والكلام الكبير بتاعهم #حازمون #ابو_اسماعيل http://t.co/U4fFlI5A,07/05/2012 23:35
,عجبت لأهل تويتر..يتهموا أنصار #ابو_اسماعيل بالتعصب واللاعقل لتأييدهم المطلق ليه وبيشيدوا بصمود @Tahrirawi ف الدفاع عنه..هو عشان مالوش دقن؟!!,07/05/2012 23:35
,إيه الفرق بين استماتة أنصار #ابو_اسماعيل اللي بدقون ف الدفاع عنه وتتهموهم بكل نقيصة وبين استماتة @Tahrirawi اللي معجبين بيه.. إيه معاييركم؟؟,07/05/2012 23:35
,بعد استبعاد #ابو_اسماعيل حد عنده رؤية لاسقاط حكم العسكر غير #الاخوان ! ! !,07/05/2012 23:36
,اليوم السابع | أبو إسماعيل يدعو للتصويت لصالحه فى ورقة مستقلة بالانتخابات الرئاسي !! المصدر:http://t.co/cyknHXWG #ابو_اسماعيل #سلفيين #هبل,07/05/2012 23:36
,#حازم #ابو_اسماعيل  قال لأنصاره ماحدش يقاطع وقد يسال عن صوته يوم القيامة وعرفوا الناس خطر الفلول ويوم الثلاثاء سيعلن عن مرشحه! #حاذمون,07/05/2012 23:36
,بعد #حازم #ابو_اسماعيل مش لاقي مرشح يملي عيني بس هرشح #خالد_علي . لانه ارجلهم #khaledali,07/05/2012 23:36
,@alaa بعد #حازم #ابو_اسماعيل مش لاقي مرشح يملي عيني بس هرشح #خالد_علي . لانه ارجلهم #khaledali,07/05/2012 23:36
,عميا قمع الدولة خااااائن #ابو_اسماعيل بيدعوا معاتيهه للتصويت لصالحة في الأنتخابات ولكن في ورقة مستقلة....حيث أنه زي الفريك مايحبش شريك,07/05/2012 23:36
,ممنوع ركوب ولاد ابو اسماعيل\n#ابو_اسماعيل #ابو_اسماعين #ابو_إسماعيل #ابواسماعيل #Egpyt #egyelections #Egypresident  http://t.co/hsRBTTpu,07/05/2012 23:36
,http://t.co/BgoSlvunلقاء الشيخ #حازم #ابو_اسماعيل من مسجدأسدبن الفرات\n#حازمون #مصر #noscaf #Egypt,07/05/2012 23:36
,@MATAEB @al_buluwi \nممكن اذا دعمه #ابو_اسماعيل -المغدور من الاخوان ومن الكتلتين السلفية- يحدث فارقا\nلكن وان تم فقد تأخر كثيرا,07/05/2012 23:36
,انا هانتخبب الي هايقول عليه حازم ابو اسماعيل من الاخر #حازمون #ابو_اسماعيل #انتخابات #حازم,07/05/2012 23:36
,#ابو_اسماعيل بقى عندة هوس الانتخابات بيقول للناس حطو ورقة مكتوي فيها اسمى فى صناديق الانتخابات,07/05/2012 23:36
,#ابو_اسماعيل يعنى الرجل اللى غرق فى الجنون الرئاسه !!!! ايه اللى انا كاتبه ده انا حاسس نفسى السبكى بحط اى جرجير فى اى سلطه ا,07/05/2012 23:36
,RT @Thomas_Wadie: #ابو_اسماعيل بقى عندة هوس الانتخابات بيقول للناس حطو ورقة مكتوي فيها اسمى فى صناديق الانتخابات,07/05/2012 23:37
,أمى هتنتخب #شفيق :( احطلها منوم فى الشاى يوم #الأنتخابات دى يا ربى ولا اعمل اية! انا حزين حزن #ابو_اسماعيل من امه و بردك بسبب الأنتخابات #fb,07/05/2012 23:36
,الكلاب مازالت تعوي علي #ابو_اسماعيل حتي بعد خروجه من السباق,07/05/2012 23:36
,RT @yahea7: بعد #حازم #ابو_اسماعيل مش لاقي مرشح يملي عيني بس هرشح #خالد_علي . لانه ارجلهم #khaledali,07/05/2012 23:36
,#ابو_اسماعيل بيطالب انصاره ينتخبوه في ورقه مستقله,07/05/2012 23:36
,عميل قمع الدولة خااااائن #ابو_اسماعيل بيدعوا معاتيهه للتصويت لصالحة في الأنتخابات ولكن في ورقة مستقلة....حيث أنه زي الفريك مايحبش شريك,07/05/2012 23:36
,اللي بيهون عليا الزحمة .. في وسط بوسترات المرشحين .. لازم تلاقي بوستر لأبو إسماعيل محدش عارف يشيله #ابو_اسماعيل #مقاطع,07/05/2012 23:36
,#Tahrir #Egypt #NoSCAF\n#حازم #ابو_اسماعيل لأنصاره أمس:  معايا مستندات الجنسية بس مش حوريهم لكو و لازم رشحوا حد بس... http://t.co/hcFdKfwN,07/05/2012 23:36
,صفحة كان فين #حازم #ابو_اسماعيل تروج لأن يبطل أنصاره أصواتهم!!!\n #Tahrir #Salafis #Egypt #أبو_إسماعيل\n\nهي دي الروح... http://t.co/l26ZWOW0,07/05/2012 23:36
,أعتقد أن #ابو_اسماعيل بقى عنده خبرة سياسية .. كأنه كده ساقط توجيهية قد الدنيا.,07/05/2012 23:36
,RT @Salah_elGohary: أعتقد أن #ابو_اسماعيل بقى عنده خبرة سياسية .. كأنه كده ساقط توجيهية قد الدنيا.,07/05/2012 23:37
,بتاع اسماعيل فيه واوه واااوه واااااوه #ابو_اسماعيل,07/05/2012 23:37
,لسه مصدومين يا عيني!!! #ابو_اسماعيل #انتخابات #مصر http://t.co/kUfgsJrK,07/05/2012 23:37
,RT @_OompaLoompa_: لسه مصدومين يا عيني!!! #ابو_اسماعيل #انتخابات #مصر http://t.co/kUfgsJrK,07/05/2012 23:37
