from_user,text,created_at
AhmedSaeedS,"إلى كل من قالو #ابو_اسماعيل كذاب "" تذكرو اننا نختلف على اوراق موجودة لدى خصم مشترك"" ويكفيكم عار انكم صدقتم الخصم .",18/04/2012 19:40
lomy23,ان اوئيد و اوبايع و سوف انتخب حازم ابو اسماعيل لرئاسة الجنينة الي في صلاح سالم #مهطولون #ابو_اسماعيل #انتخابات,18/04/2012 19:39
abdalrhman_gad,قالها #ابو_اسماعيل لا تسمعوا لمن عاش مع الظلم ووافق التكيف عليه بقاله تلاتين اربعين سنة متسمعوش ليهم دول بقوا جزء من الظلم اوعوا تسمعولهم,18/04/2012 19:41
HossamMElkady,الله يرحمها الحاجه نوال ،، ابنها جاب لها الكلام والشهره وهى فى عالم اخر #egypt #ابو_اسماعيل,18/04/2012 19:43
Ramiii,يعني ايه علم #السعوديه  بلون الاسود يترفع في اعتصام مؤيدين #ابو_اسماعيل قدام العليا للانتخابات الرئاسيه ..  .احنا في #مصر يا مصريين ..#احا,18/04/2012 19:42
Mr_Roma1,خداع #ابو_اسماعيل #مصر\nhttp%3A%2F%http://t.co/KcNcDDra%2Fwatch%3Fv%3DNQYqCqQFHhY%26feature%3Dplayer_detailpage%23t%3D3663s&h=7AQGrfEAd,18/04/2012 19:46
RaniaKeiy,RT @ahmadwtaha: قالها #ابو_اسماعيل لا تسمعوا لمن عاش مع الظلم ووافق التكيف عليه بقاله تلاتين اربعين سنة متسمعوش ليهم دول بقوا جزء من الظلم اوعوا تسمعولهم,18/04/2012 19:46
shaimaa_88,#ابو_اسماعيل #التحرير #EgyPresident #Egypt #jan25 #Noscaf #tahrir هو ابو اسماعيل خرج من الحمام ولا لسه العيال مستنيه في الاعتصام من يومين,18/04/2012 19:45
MarwaMfarid,لجنةالانتخابات تنشر مستندات جنسية والدة #أبوإسماعيل بالعلامات المائية والأختام.والمرشح \nيرد مزيفه وساقاضيهم\n#ابو_اسماعيل \nلو راجل اعملها,18/04/2012 19:46
inaselnemr,مفاجأة بالصور : تضارب بيان اللجنة مع الأوراق المقدمة !\n#حازمون #ابو_اسماعيل #أبو_إسماعيل #سنحيا_كراما\nhttp://t.co/TWU1HiSd,18/04/2012 19:49
Hebaelcheikh,كذاب يا شيخنا كذاب أوى!!! مستندات رفض لجنة الانتخابات الرئاسية لاوراق ترشح حازم صلاح ابو سيماعيل: https://t.co/SS2eX08q #ابو_اسماعيل #حازمون,18/04/2012 19:49
ahmedsalah750,البيان الرسمي لاستبعاد ابواسماعيل مثبت بالوثائق http://t.co/pxq7drej #حازمون #حازم #ابو_اسماعيل #ابواسماعيل #رصد #تحرير #مصر #April20,18/04/2012 19:50
Jamal_Sa3d,دلوقتى وبعد ما تطلع #ابو_اسماعيل فعلا بيضلل الناس ياترى #حازمون هيعملوا ايه دلوقتى !,18/04/2012 19:49
JujaGem,وأحب أقول للكان واقف في البلكونة ولسه داخل أن أبو إسماعيل بح وسليمان بح واالشاطر بح #ابو_اسماعيل #الشاطر,18/04/2012 19:50
AhmadAdel5,بجد كفاية بقي #حازمون  و ولاد #ابو_اسماعيل ارحم مصر بقي و سبنا فيحالنا مش كفاية #الإخوان و اللي عملينو فينا \n#مصر #Egypt #Tahrir,18/04/2012 19:50
cappuchtino,@evronia وهنا تكمن قيمة #ابو_اسماعيل :D,18/04/2012 19:52
PoliticalAlsh,RT @EhabSuez: مفاجأة بالصور : تضارب بيان اللجنة مع الأوراق المقدمة !\n#حازمون #ابو_اسماعيل #أبو_إسماعيل #سنحيا_كراما\nhttp://t.co/TWU1HiSd,18/04/2012 19:53
YasminElmessary,@Anas7asan @i3atef لكنى مش قلقان .. انا راشق فى الميدان #ابو_اسماعيل,18/04/2012 19:55
Hanan_Hafez,ما هي المميزات الموجودة في الاستاذ الدكتور الشيخ حازم #ابو_اسماعيل عشان يبقي في ناس زي #حازمون  كدة هيموتو عشان يمسك الحكم؟؟؟ #مصر #Tahrir,18/04/2012 19:53
TheSherio,#ابو_اسماعيل حــــــــــــــــازمووووووون و صـــــــــــــامدووووووووون http://t.co/p54dU7Si,18/04/2012 20:02
gege_mohammed,د اكرم الشاعر :اثق في صدق الشيخ حازم ابو اسماعيل\n#ابو_اسماعيل #اخوان_منافقون #حازم\nزي صدقكم كده بالظبط,18/04/2012 20:04
Alien_158,الوفد - سلطان:سنعرض وثائق الجنسية فى التليفزيون http://t.co/jNoAlLqNرئاسة-مصر/197761-سلطان-سنعرض-وثائق-الجنسية-فى-التليفزيون #ابو_اسماعيل,18/04/2012 20:03
DrNairaBaiomy,#ابو_اسماعيل ايه حكايه الطمس الي في الورق بتاع جنسية الحاجه انتو عمروكو ماشوفتو ورق من بلاد بره؟ افتحو ويكيليكس ولا سيرش علي اي وثيقه فجوجل,18/04/2012 20:12
MohaShawky34,#ابو_اسماعيل نازلين فتي انتو و خلاص يا ولاد ابو اسماعيل واحد طالع يقولك دي مش صورة امه .. عندك حق دي صورة امي انا :D,18/04/2012 20:15
drmahmoudammar,RT @IssaHaitham: #ابو_اسماعيل نازلين فتي انتو و خلاص يا ولاد ابو اسماعيل واحد طالع يقولك دي مش صورة امه .. عندك حق دي صورة امي انا :D,18/04/2012 20:18
pirmo10,"بدل ما كل واحد معاه ورقتين يجرى بيهم على صفحه ,وكل مستشار معاه ورقتين يجرى بيه على قناه,احتكمو للفصل فى صحه المستندات ,#ابو_اسماعيل",18/04/2012 20:18
mohamedamr90,"مقاله نواره نجم النهارده جامده اخر حاجه , مع انها بتكلم ناس فاقده عاقلها"" انصار #ابو_اسماعيل""",18/04/2012 20:24
mokatia,@ahmad_khalil أنصار #ابو_اسماعيل همه اللى حيفسوا بكره ..تفتكر حيسكتوا لو اعطاهم الاشارة؟؟؟؟؟,18/04/2012 20:27
_Noha_Ayman,سلفي أمه امريكيةيخالف قانون الترشيح المصري  !!! بالعافية تريد أن تحكم !!! نجوم السماء اقرب لك #مصر #ابو_اسماعيل #هزلت,18/04/2012 20:30
Mu_Fadil,حسب القانون المصري يمنع ترشيح اي مصري للرئاسة من  ابوب أو أم  لا يحملوا الجنسية المصرية #مصر #ابو_اسماعيل #النور #هزلت,18/04/2012 20:30
wsolaiman,ما يفعله #ابو_اسماعيل الان يشبه محاولة ايجاد خطأ فى إذن النيابة بعد ضبط المتهم و معه كيلو هيروين . والله حرام عليك شباب #حازمون المساكين دول,18/04/2012 20:31
Hadir_hesham,#ابو_اسماعيل http://t.co/ot4JQQdg,18/04/2012 20:38
MoHameD3amr,#ابو_اسماعيل http://t.co/evA8KhAj,18/04/2012 20:45
mohmonir,من يظن أن باستبعاد #ابو_اسماعيل أننا لن نحيا كراماً\nفليفتش عن كبرياءه\nومن يظن أن باستبعاد #الشاطر أننا لن ننهض بوطننا\nفليبحث عن همته\n#Egypt,18/04/2012 20:44
MayaMounir,نداء الى ولاد #ابو_اسماعيل : وانتوا معتصمين سلوا نفسكوا و لموا البوسترات بقى P:P:,18/04/2012 20:48
mahmouddwedar,العليا للرئاسة تكشف بالوثائق الجنسية الأمريكية لوالدة أبو إسماعيل http://t.co/wq4kixmW #Som3a #es7ooo #Egypt #ابو_اسماعيل,18/04/2012 20:50
Sarah_Abualnas,RT @Noor_Hamdy نداء الى ولاد #ابو_اسماعيل : وانتوا معتصمين سلوا نفسكوا و لموا البوسترات بقى P:P:,18/04/2012 20:58
isamelsayed,RT @RamiMD: RT @Noor_Hamdy نداء الى ولاد #ابو_اسماعيل : وانتوا معتصمين سلوا نفسكوا و لموا البوسترات بقى P:P:,18/04/2012 20:58
WaelMSallam,فكرة ان اتباع #ابو_اسماعيل يقولوا مستنيين الشيخ هيقولنا ايه ! مثيرة للشفقة جدا #عبث,18/04/2012 20:59
nsrmaasr,RT @Noor_Hamdy: نداء الى ولاد #ابو_اسماعيل : وانتوا معتصمين سلوا نفسكوا و لموا البوسترات بقى P:P:,18/04/2012 21:01
3bdelrahmans3ed,RT @N0UR_HaN: فكرة ان اتباع #ابو_اسماعيل يقولوا مستنيين الشيخ هيقولنا ايه ! مثيرة للشفقة جدا #عبث,18/04/2012 21:00
michel_accad,"ولاد #ابو_اسماعيل :""موتو ببوستراتكم"" :D‏\n#egypt",18/04/2012 21:02
raafatzahran,اذا لم تستحي فإفعل ما شئت #ابو_اسماعيل,18/04/2012 21:04
mo7amedawd,عندما يرتدى مرشح لرئاسه الجمهوريه بدله كحلى على بنطلون بنى .... تجد #ابو_اسماعيل,18/04/2012 21:05
MohamedBoshe,اللى اتعمل فى #البرادعى بيتعمل فى #ابو_اسماعيل  الاختلاف  فى خبرة الشخصين فى التعامل مع الامور.,18/04/2012 21:10
ISLAMABOURKBA,RT @iUser57: اللى اتعمل فى #البرادعى بيتعمل فى #ابو_اسماعيل  الاختلاف  فى خبرة الشخصين فى التعامل مع الامور.,18/04/2012 21:10
ana_mosh_rania,واحد من ولاد #ابو_اسماعيل بيقولي ولا ورقة من اللي طلعوها عليها ختم النسر #زربيح,18/04/2012 21:12
TA7_,"#ابو_اسماعيل  قرر يستفيد من البوسترات بما انه مش هيبقى رئيس ف هايسجل البوم و يسميه "" سنحيا كراماً ""\n #تهييس #للضحك_فقط",18/04/2012 21:11
man00OoooOOSh,مفاجأة في التناقض بين ورق الخارجية تبطل حجة لجنة الانتخابات #ابو_اسماعيل #حازمون #ابو_الفتوح \n@tahrirawi @moneimpress http://t.co/fgp0NxcQ,18/04/2012 21:16
MAYoOoOoS177,@Messrologist Do any other than these docs proof the USA citizenship? http://t.co/vNlDGBKS http://t.co/fzX2ZiPC #Egypt #ابو_اسماعيل,18/04/2012 21:16
drmay7,#سؤال وجيه..هل لو كان تم قبول #ابو_اسماعيل و #الشاطر فى انتخابات الرئاسة كان ممكن #الاخوان و #السلفيين ينزلوا بكرة..محتاج رد من حد فاهم,18/04/2012 21:18
AhmedNabilAzmi,"RT @medhatrali: #ابو_اسماعيل  قرر يستفيد من البوسترات بما انه مش هيبقى رئيس ف هايسجل البوم و يسميه "" سنحيا كراماً ""\n #تهييس #للضحك_فقط",18/04/2012 21:19
Marwa_G_H,@nawaranegm #سؤال وجية..هل لو كان تم قبول #ابو_اسماعيل و #الشاطر فى انتخابات الرئاسة كان ممكن #الاخوان و #السلفيين ينزلوا بكرة..,18/04/2012 21:23
FREAKY_AWY,RT @MohamedNasory: @nawaranegm #سؤال وجية..هل لو كان تم قبول #ابو_اسماعيل و #الشاطر فى انتخابات الرئاسة كان ممكن #الاخوان و #السلفيين ينزلوا بكرة..,18/04/2012 21:22
SaraMa7moud,الناس معتصمين في #التحرير عشان خاطر #ابو_اسماعيل و هو اصلا مش موجود في الاعتصام \nحرام التجارة بالإسلام بالشكل ده\n#حازمون #مصر,18/04/2012 21:22
mmtawfik,"صورة لأنصار ""أبو إسماعيل"" يرفعون السيف والمصحف أمام مقر العليا للرئاسة #es7ooo   #Egypt  http://t.co/6jVGpJPE #ابو_اسماعيل",18/04/2012 21:26
ShadiElGhoneimi,مفاجأة في التناقض  بين ورق الخارجية تبطل حجة لجنة الانتخابات #ابو_اسماعيل #حازمون #ابو_الفتوح  http://t.co/fgp0NxcQ,18/04/2012 21:27
AmrSoubhy,RT @AymanASU: وقالوها عالبرادعي برضه RT @sesopasha: قالك : هذا الشعب لا يستحق حازم صلاح #ابو_اسماعيل !! #حدث_بالفعل !!!,18/04/2012 21:29
M_Motagaly,وقالوها عالبرادعي برضه RT @sesopasha: قالك : هذا الشعب لا يستحق حازم صلاح #ابو_اسماعيل !! #حدث_بالفعل !!!,18/04/2012 21:32
NadaMunir,قالك : هذا الشعب لا يستحق حازم صلاح #ابو_اسماعيل !! #حدث_بالفعل !!!,18/04/2012 21:32
NerminMohey,RT @sesopasha: قالك : هذا الشعب لا يستحق حازم صلاح #ابو_اسماعيل !! #حدث_بالفعل !!!,18/04/2012 21:30
Moushira_Saleh,مفاجأة في التناقض بين استعلام لجنة الرئاسة ورد الخارجية تبطل حجة لجنة الانتخابات #ابو_اسماعيل #حازمون #ابو_الفتوح http://t.co/aE3FuPiV,18/04/2012 21:33
Nanocate,"مثال: انهم يقولون انى من ""الاسكندرية"" و الله انهم كاذبون ... أنا من ""إسكندرية"" #حازمون #ابو_اسماعيل",18/04/2012 21:34
AyaHossamEldine,RT @Mustafa_Bakri: تم الاتفاق مع ابو اسماعيل انه سوف يتم تعويضه عن البوسترات ويلم الليله #ابو_اسماعيل #حازمون,18/04/2012 21:33
Mostafa_Nemr,دي إحلوت قووووووي !!\n أنصار #ابو_اسماعيل رفعوا السيف والمصحف ! http://t.co/gDUXzo3e,18/04/2012 21:33
samehshahien,يارب مش عايز اموت مشلول من ولاد #ابو_اسماعيل !!,18/04/2012 21:35
EmanShakerHendy,تم الاتفاق مع ابو اسماعيل انه سوف يتم تعويضه عن البوسترات ويلم الليله #ابو_اسماعيل #حازمون,18/04/2012 21:38
DinaDarweesh,مش متخيلة #حازمون اللي اعرفهم دلوقتي بيقولوا الانتخابات اللي جاية مزورة !!! السؤال بقي : لو #ابو_اسماعيل ماكنش استبعد كدة هتبقي نزيهة؟,18/04/2012 21:40
karaoke_o_egypt,RT @m7md_nagi: دي إحلوت قووووووي !!\n أنصار #ابو_اسماعيل رفعوا السيف والمصحف ! http://t.co/gDUXzo3e,18/04/2012 21:39
mona14961,RT @Abozeidz: يارب مش عايز اموت مشلول من ولاد #ابو_اسماعيل !!,18/04/2012 21:39
AlAaAmEr93,RT @Yara_3li: مش متخيلة #حازمون اللي اعرفهم دلوقتي بيقولوا الانتخابات اللي جاية مزورة !!! السؤال بقي : لو #ابو_اسماعيل ماكنش استبعد كدة هتبقي نزيهة؟,18/04/2012 21:43
OuZZet,هم ليه #حازمون مش بيفهموا ان اي انتخابات تحت حكم افراد مسلحة هتتعمل علي مزاج ابوهم ! بس مايمنعش ان ام #ابو_اسماعيل برضو امريكية !,18/04/2012 21:42
mahmoudemam11,"RT @Biso_007: مثال: انهم يقولون انى من ""الاسكندرية"" و الله انهم كاذبون ... أنا من ""إسكندرية"" #حازمون #ابو_اسماعيل",18/04/2012 21:41
mona_mzaher,#يا_رب #ابو_اسماعيل يموت ولا غيبوبة 3 سنين عشان انصاره يستوعبه انه انسان عادي مش رسول العصر ولا ملاك,18/04/2012 21:44
hendezzatm,البوسترات مجهزة بخاصية الانفجار التلقائي في حالة استبعاد المرشح .. يعني مصر كلها متلغمة والمكان كله محاصر ومافيش داعي للمقاومة #ابو_اسماعيل,18/04/2012 21:45
shamelkh,RT @Biso_007: ما يفعله #ابو_اسماعيل الان يشبه محاولة ايجاد خطأ فى إذن النيابة بعد ضبط المتهم و معه كيلو هيروين . والله حرام عليك شباب #حازمون المساكين دول,18/04/2012 21:47
hesham_ashour,حازم #ابو_اسماعيل يأتيكم برعاية أوهو #Uhu #حازمون,18/04/2012 21:51
AmrYoussefAY,دي إحلوت قووووووي !! أنصار #ابو_اسماعيل رفعوا السيف والمصحف http://t.co/S1cWYpSe,18/04/2012 21:52
M_3arab,حازم ايفكت 3... ماس ايفكت ستايل #ابو_اسماعيل,18/04/2012 21:55
Amrkamal512,RT @Hassan_Eldine: وعلى فكرة بكرة فى #التحرير هتبقا بوسترات #ابو_اسماعيل اكتر من علم مصر لانهم نازلين يستعرضوا عضلاتهم وقوتهم على الحشد #Egypt,18/04/2012 21:57
yomnasamy,وعلى فكرة بكرة فى #التحرير هتبقا بوسترات #ابو_اسماعيل اكتر من علم مصر لانهم نازلين يستعرضوا عضلاتهم وقوتهم على الحشد #Egypt,18/04/2012 21:57
Maiochka,Nfsy afham homa lih ansar #ابو_اسماعيل mish 3awzen ysada2o ano kdab we en omo amricaya f3ln !!!! ... Da bgd habl y3ny !!!! #Som3a,18/04/2012 21:56
lolostars2,انا عايز اسآل حاجه و حد يجوبني لو اللجنه العليا للانتخابات وففقت على نزول #ابو_اسماعيل كانوا هينزلوا بكره يهتفوا ضد العسكر ? #Egypt,18/04/2012 21:56
Mostafa_Imam,#حازمون #حازقون #لازقون #معتوهون #ابو_اسماعيل http://t.co/hyE5uWEl,18/04/2012 21:59
moh_zaher,زينب معلش طلب بس ياريت متعمليش ريتويت لحاجات انتهت وملهاش لازمة زي قضية #ابو_اسماعيل اعملي للحاجات المهمة نستفاد منها  @Zeinobia,18/04/2012 22:02
aymanka,السلفيين و الاخوان بيتبعوا نظام (الحى ابقا من الميت) فنسيوا دم الشهداء الي ماتوا لاكنهم تزكروا نصره المظلوم #ابو_اسماعيل #Egypt,18/04/2012 22:04
Alaa_Elseihy,واحد في عربية جنبنا في إشارة سلخ سواق التاكسي علي تصرفات #ابو_اسماعيل. السواق: و أنا مالي هو أنا عشان بذقن ابقي #سلفي؟ #مصر,18/04/2012 22:06
Za_ComraDe,@nawaranegm بدل ما يجيلنا مرشح يحل مشاكل أم البلد .. جالنا مرشح عايز البلد كلها تحل مشكلة أمه #حازمون #ابو_اسماعيل,18/04/2012 22:06
kholoud_salam,RT @nelhamy: واحد في عربية جنبنا في إشارة سلخ سواق التاكسي علي تصرفات #ابو_اسماعيل. السواق: و أنا مالي هو أنا عشان بذقن ابقي #سلفي؟ #مصر,18/04/2012 22:07
mpop007,#ابو_اسماعيل قوم يا راجل يا عره....قوم أنزل م التكييف  وأعتصم مع ولادك الحلاليف...قوم أختشي علي دم نوالك وشد من أزر رعاعك,18/04/2012 22:10
BananAdel,اول مرة فى حياتى اشوف فيها حد مستعر من الجنسية الامريكية ياعم هو فيه حد يطول طيب ياريتنا كلنا امهاتنا معاها الجنسية زى مامتك #ابو_اسماعيل,18/04/2012 22:13
inas_elkhouly,RT @Moza_meax: وبكره هاتفرقع بالونة #ابو_اسماعيل .. لما يخبو نجمة ولا يحاول حتي مجرد المحاولة انه يعمل اي حزب او اي عمل يخدم بية البلد #يا_واد_يا_وطني,18/04/2012 22:12
hebad,وبكره هاتفرقع بالونة #ابو_اسماعيل .. لما يخبو نجمة ولا يحاول حتي مجرد المحاولة انه يعمل اي حزب او اي عمل يخدم بية البلد #يا_واد_يا_وطني,18/04/2012 22:12
SaraShabana,ما يحدث الان من هجوم علي المفتي بسبب زيارته للقدس ما هو الا لصرف انتباه الناس عن #ابو_اسماعيل....... #Egypt,18/04/2012 22:12
shady_emad,الجميل أن فيه من ولا #ابو_اسماعيل بيعملولي فولو وأول ما أبدأ أنتقده يروحوا عاملين أنفولو D: .. باينين أوي أنتوا #حازمون,18/04/2012 22:16
Omniarazek,ولاد ابو اسماعيل لسة مصدقين نفسهم؟! #ابو_اسماعيل,18/04/2012 22:19
BassentAtef,متوقع رد عبيد #ابو_اسماعيل لو خبر الاعتراف ده صحيح: شيخنا المحترم جه على نفسه وعلى امه عشان متحصلش فتنه ف البلد :(,18/04/2012 22:18
bOOOgy666,ياريت باه بعد فضيحة #ابو_اسماعيل المدوية ديه.كل دراويش المرشحين التانيين بلاأستثناء يتلمواكده ويهدوا ويفرملوامشاعرهم شوية ومايبالغوش×التطبيل,18/04/2012 22:20
Davidatef,ولكم في #ابو_اسماعيل منتهي العبرة والعظة يا أولي التهليل,18/04/2012 22:22
Elmewahed_Belah,RT @hanyissac: أولاد أبو سماعيل \n\n#ابو_اسماعين #ابو_اسماعيل #AbuIsmail http://t.co/Xo5e9Gb2,18/04/2012 22:21
belalramadan,أولاد أبو سماعيل \n\n#ابو_اسماعين #ابو_اسماعيل #AbuIsmail http://t.co/Xo5e9Gb2,18/04/2012 22:24
Elkhayyal,@hanyissac @TahrirLive #ابو_اسماعين #ابو_اسماعيل #AbuIsmail هوا مش ابو سمعاين اعترف ياولاد الجزمه,18/04/2012 22:24
cieleclear,فين قضايا الرشوة والفساد التى هدد أبو اسماعيل بكشفها لو تم استبعاده؟؟ يا فاسد يا فاسد #ابو_اسماعيل #مصر,18/04/2012 22:24
Aya_Elattar,مروااااااااااااااااااااااح هيه.......وانا مروح هعدي علي صلاح سالم أستفز العيال دراويش #ابو_اسماعيل شوية وأرزعهم فيديوهين كده ع الماشي,18/04/2012 22:25
MohannadGalal,RT @eternal_egypt: فين قضايا الرشوة والفساد التى هدد أبو اسماعيل بكشفها لو تم استبعاده؟؟ يا فاسد يا فاسد #ابو_اسماعيل #مصر,18/04/2012 22:25
goldeneagle_Dre,RT @Mahmoud_UA: @nawaranegm بدل ما يجيلنا مرشح يحل مشاكل أم البلد .. جالنا مرشح عايز البلد كلها تحل مشكلة أمه #حازمون #ابو_اسماعيل,18/04/2012 22:26
MoeSoury,http://t.co/gvfluxcH نوارة فشخت #ابو_اسماعيل,18/04/2012 22:27
DJKopiN,اخبار #ابواسماعيل ايه صحيح؟؟ #ابو_اسماعيل #انتخابات_رئاسية #انتخابات,18/04/2012 22:26
ma_marwa,واحد انتحر عشان #ابو_اسماعيل استبعد  .... ده مفيش حد موت نفسه لما النبي مات !!!! #حازمون,18/04/2012 22:27
OsOsbek,#Tahrir أللي نازل بكره التحرير لازم يعمل حسابه انها هتكون مليونية #ابو_اسماعيل,18/04/2012 22:31
nayerai,"أنصار ""أبو إسماعيل"" يرفعون السيف والمصحف أمام مقر العليا للرئاسة \nونعمة الواجهه للأسلام الناس دي مخها في ايه ؟\n#ابو_اسماعيل #tahrir",18/04/2012 22:31
SAlOsaily,هو اية اللى حصل فى #اسيوط اسيبها يومين ارجع القيهم شالوا صور #ابو_اسماعيل وحطوا مكانها صور #العوا دة اية المرار دة,18/04/2012 22:30
EternalKhaled,"#ابو_اسماعيل عايز يطلع نفسه ضحية مؤامره مصريه أمريكيه سعوديه وللأسف لقي ""اللامؤاخذه "" اللي يصدقوه #حازمون \n#Egypresidency",18/04/2012 22:32
ArabicRevenger,#ابو_اسماعيل مش عايز يطلع نفسه كذاب لكن عايز يطلع مظلوم ومضطهد من مصر وأمريكا والسعوديه ومش مهم كام واحد ممكن يموت او يتصاب \n#Egypresident,18/04/2012 22:32
SaraSh102,RT @ahmedalhasanin: #ابو_اسماعيل مش عايز يطلع نفسه كذاب لكن عايز يطلع مظلوم ومضطهد من مصر وأمريكا والسعوديه ومش مهم كام واحد ممكن يموت او يتصاب \n#Egypresident,18/04/2012 22:36
TheS7S,هي الشرعية للميدان ولا البرلمان ولا للمين؟؟ قررو عشان شرعية كدة لقيطة #ابو_اسماعيل #Ikhwan,18/04/2012 22:36
hhasin15,"RT @ahmedalhasanin: #ابو_اسماعيل عايز يطلع نفسه ضحية مؤامره مصريه أمريكيه سعوديه وللأسف لقي ""اللامؤاخذه "" اللي يصدقوه #حازمون \n#Egypresidency",18/04/2012 22:37
oamaz7,. نوارة نجم تكتب http://t.co/lkLE0Wmdمقالات/حبيبة-ماما/ #ابو_اسماعيل #الرئاسة #presidentegypt #,18/04/2012 22:39
ISlaMaboelkaSeM,اسالوامؤيدو حازم بتنصاروه ليه هيردفوري عشان الاسلام طب هيعمل ايه في التعليم؟في الاجور في الاقتصاد ولاهيرد الناس دي مبرمجه #مصر #ابو_اسماعيل,18/04/2012 22:38
AbuMohammadSun,#ابو_اسماعيل بيقول انه لم يكن يعلم ان امه معاها الجنسية . بس كده احنا بقى عندنا اثنين لم أكن .واحد لم أكن أنتوى.والتانى لم أكن اعلم #tahrir,18/04/2012 22:39
neversaydiee,#LOL #ابو_اسماعيل عاجل .. حازم أبو إسماعيل يعترف: لم أكن أعلم أن والدتي أمريكية http://t.co/q0uV0JF2,18/04/2012 22:40
AhmedHSonbol,مدير حملة أبو اسماعيل : ننتظر أمر “حازم” للقيام بثورة جديدة |  http://t.co/RnfjfAdR طلع يابني الثورة من التلاجة #حازمون #ابو_اسماعيل,18/04/2012 22:40
Vndetta,يشنق نفسه من أعلي كوبري عباس لاستبعاد  حازم أبو إسماعيل | ONA - ONews Agency http://t.co/sBjH4G2y\n!!!\nلا حول ولا قوه الا بالله\n#ابو_اسماعيل,18/04/2012 22:41
MostafaMeg,@MahmoudShawara فيه فرق كبير جداً بين مؤيدين #البرادعى ومؤيدين #ابو_اسماعيل ..ياراجل دول مؤدين ابو اسماعيل ميعرفوش عنه حاجه اصلاً ماشبين كده,18/04/2012 22:42
halakhalil12,@ZeinabSamir بدل ما يجيلنا مرشح يحل مشاكل أم البلد .. جالنا مرشح عايز البلد كلها تحل مشكلة أمه #حازمون #ابو_اسماعيل,18/04/2012 22:42
AmeerSherif,RT @Mahmoud_UA: @ZeinabSamir بدل ما يجيلنا مرشح يحل مشاكل أم البلد .. جالنا مرشح عايز البلد كلها تحل مشكلة أمه #حازمون #ابو_اسماعيل,18/04/2012 22:43
SamoriDaWooD,@nehalelsayed @arahmanyusuf إننا نثور لموقف الرجل لا لشخصه، لأن استبعاده تم لأنه ثار لهذا الوطن الذي تم استعباده #حازم #حازمون #ابو_اسماعيل,18/04/2012 22:43
ShaimaaRam,إننا نثور لموقف الرجل لا لشخصه، لأن استبعاده تم لأنه ثار لهذا الوطن الذي تم استعباده #حازم #حازمون #ابو_اسماعيل,18/04/2012 22:44
calabala_007,هبوا يارجال لنصرة الرجل الذى تحمل اخته ووالدته الجنسية الامريكة واخوه الذى يحمل الجنسية الكندية الى الجهاد يارجال #ابو_اسماعيل #حازمون,18/04/2012 22:44
hagarkashaf,RT @vulturous: زمان ابو اسماعيل دلوقتي بيدعي على امه تتحرق في نار جهنم #ابو_اسماعيل,18/04/2012 22:44
Marwan07,زمان ابو اسماعيل دلوقتي بيدعي على امه تتحرق في نار جهنم #ابو_اسماعيل,18/04/2012 22:51
Mahamekky,@Mahmoud_UA: @ZeinabSamir بدل ما يجيلنا مرشح يحل مشاكل أم البلد .. جالنا مرشح عايز البلد كلها تحل مشكلة أمه #حازمون #ابو_اسماعيل loooool,18/04/2012 22:51
zomorodaa,من الاخر كده  #ابو_اسماعيل  حرقو القرشين الي صرفهم علي الحمله :),18/04/2012 22:56
RehamMeheisen,#ابو_اسماعيل يعترف ان امة امريكية ولكنة لم يكن يعلم.http://www.alnaharegypt.com/nhar/art76037-cat7.html,18/04/2012 22:55
EmadDedo,هل تعلم ان اول ظهور لأولاد ابو اسماعيل كان في فيلم بوحة #ابو_اسماعيل @nawaranegm @belalfadl,18/04/2012 23:00
mohamedmosad13,RT @amera_elsaidi: #ابو_اسماعيل يعترف ان امة امريكية ولكنة لم يكن يعلم.http://www.alnaharegypt.com/nhar/art76037-cat7.html,18/04/2012 23:02
amkhairy,@X_Kapo_X ‎كنت .. ولأسباب أخرى قبل حادثة دفاعه عن #ابو_اسماعيل,18/04/2012 23:02
thesafwats,شايفين المخدرات ممكن تعمل ايه ؟! ههههههه http://t.co/C8QM9z8B #سلفى #salafy #tahrir #egypt #ابو_اسماعيل,18/04/2012 23:05
kareemyasser,أتعجب من مدى تفاهة الشرف عند هؤلاء المتحزميين!!!! http://t.co/NVhHZT1H #tahrir #egypt #مصر #ابو_اسماعيل @AsmaaMahfouz,18/04/2012 23:05
Mu_Halim,هو اللى قاطع كوبرى اكتوبر دلوقتى وﻻد #ابو_اسماعيل وﻻ ناس تانية ؟,18/04/2012 23:07
DoodoZBookha,#ابو_اسماعيل #هرتلة #هتاف #Egypt  \nاعتصام ولاد ابواسماعيل : يا أوباما يا كداب السلفية مش ارهاب,18/04/2012 23:10
Noheir,هو بجد #ابو_اسماعيل اعترف انه امه امريكية ولا دي اشاعات ?,18/04/2012 23:10
SallyCharbel,يشنق نفسه من أعلي كوبري عباس لاستبعاد أبو إسماعيل | ONA - ONews Agency http://t.co/dzgxQy2h حسبي الله يا #ابو_اسماعيل,18/04/2012 23:14
GezTarek,#حازمون #ابو_اسماعيل قال ان اللى هبقول لا فى الاستفتاء اثمون و ذئاب.. قلتم نعم لماده النقاء فى الجنسيه يا اجهل البشر. ثكلتكم نوال,18/04/2012 23:14
