,from_user,text,created_at
0,TahrirLive,   حازم  ابو اسماعيل ملخص قرار لجنه الانتخاباتوالده ابو اسماعيل امريكيهوالشعب كله هندي,16/04/2012 23:58
1,locka3,ابو اسماعيل  ده انت ابن وسخه بقى  لسه بيااوح العرص ده  بيستجهلنا ابن الوسخه ,16/04/2012 23:58
2,BraaAlalfy,يابو اسماعيل يا غايظهم ابو اسماعيل,16/04/2012 23:53
3,gimzbond,ارحمو امى انا ابوس اديكو هرمن هرمنا هرمنا والمصحفحازئون حازمون ابو اسماعيل كفايه حرام,16/04/2012 23:53
4,amir_nagy,الهتافات امام لجنه الانتخابات الان يابو اسماعيل ادينا اشاره واحنا نجيب طنطاوى فى شيكاره ابو اسماعيل,16/04/2012 23:52
5,dentista_dola,دراويش ابو اسماعيل بيتعاملوا معاه على انه جزء من العقيده,16/04/2012 23:46
6,MohamedSDahroug,تكهنات عادول ابو اسماعيل خارج المنافسه الشاطر هيكمل,16/04/2012 23:46
7,ELAzab_,هوه احنا مش هنخلص من فيلم ابو اسماعيل  ده ابدا نقول كمان اليمين على من انكر يا فضيله الشيخ    مصر,16/04/2012 23:45
8,nOuRa_NuNu,ابو اسماعيل اللى انت عملته يا شيخ حازم وان كنت اعترض على لفظ شيخ مش كدب ده فجر,16/04/2012 23:42
9,ahmed3zat,الناموس لا دين له مش ممكنواضح انها لعنه ابو اسماعيل,16/04/2012 23:38
10,iMisanthropist,من كان يعبد ابو اسماعيل فان ابو اسماعيل قد مات حازمون ابو اسماعيل الدين الجديد ,16/04/2012 23:36
11,LORDMADA,قالك ام ابو اسماعيل آخده الجنسيه ف اكتوبر   امال ايه ده بقى ,16/04/2012 23:32
12,islamgawish,  الاخوه الحازمون ممكن حد يقولنا ايه هو الدليل القاطع المطلوب لاثبات ان ام مرشحهم امريكيه حازمون ابو اسماعيل,16/04/2012 23:30
13,m_abdallah86,كل لمـا اتناقش مع حد من ولاد ابو اسماعيل  بقول الحمد لله الذي عفانا مما ابتلي به اخرين,16/04/2012 23:29
14,ahmedsamirXD,طب مافى داهيه ميتين ام السلطه والانتخابات  ولا ان سيره امك تبقى على كل لسان كده  امى انا  اه امك انت  ابو اسماعيل,16/04/2012 23:24
15,nabilization,لجنه الرئاسه بتقولكم ام ابو اسماعيل امريكيه و انتو شعب هنديشكرا ,16/04/2012 23:19
16,d7my11,محدش يستغرب من الحرايق اللي كل شويه تطلع دي ابو اسماعيل قالها حكمه ادركوا اللحظه الحارقه ,16/04/2012 23:17
17,hanysaa,النشطاء والحقوقيين وكل اللي بيدعوا الانصاف ساكتين تماما عن حوار ابو اسماعيل والمهزله اللي حاصله ,16/04/2012 23:16
18,ismailsherif,  الشيخ الشعراوي اذا وجدتم رجل الدين يستميت على السلطه فلا تولوه  ابو اسماعيل حازمون  ,16/04/2012 23:15
19,Hagayes,الدليل اهو يا ابو اسماعيل  الله ينتقم منك زي ما فضحتنا حازمون    ,16/04/2012 23:13
20,aya_mohmad,الموضوع ومن الاخر ربنا بيعاقب انصار ابو اسماعيل علشان بيعتصموا بشراسه دفاعا عن كداب ومزور ومكنش ليهم حس لما البنات اتعرت والشباب استشهدت,16/04/2012 23:13
21,AhmedRefai,هوا ابو اسماعيل كان مستني يكون ع الاوراق ختم النسر ولا اييه مصر  وورقتين دمغه لاتتجاوز فيمتهم ال جونيه,16/04/2012 23:12
22,bosbos_basma,ارحموا ابو اسماعيل من الافترا و الكذب و طول اللسان بلا وكسه  حازمون,16/04/2012 23:11
23,fadimck,  كل مره ابو اسماعيل بيطلع كداب اكتر من الاول ما تطلع دين ام الجرين كارد والباسبور المصرى وتثبت ان امك مش امريكيه لو دكر ,16/04/2012 23:08
24,Abozeidz, تصعيد من ولاد ابو اسماعيل  و ممكن غباء من الشرطه العسكريه,16/04/2012 22:57
25,MustafaSob7y,كل مره ابو اسماعيل بيطلع كداب اكتر من الاول ما تطلع دين ام الجرين كارد والباسبور المصرى وتثبت ان امك مش امريكيه لو دكر ,16/04/2012 22:56
26,Avanti_ultras,   هتافات ولاد ابو اسماعيل دلوقتى لو فيها فساد حى ع الجهاد  ثوره ثوره حتى النصر حازم هو رئيس مصر ابو اسماعيل ,16/04/2012 22:56
27,free_liberals,هتافات ولاد ابو اسماعيل دلوقتى لو فيها فساد حى ع الجهاد  ثوره ثوره حتى النصر حازم هو رئيس مصر ابو اسماعيل ,16/04/2012 22:55
28,magdynour,ﻓﻰ ﻧﺎﺱ ﺑﺘﺠﻴﺐ ﺍﻟﺘﻬﺰﻳﻖ ﻻﻫﻠﻴﻬﺎ ﺍﺑﻮ ﺍﺳﻤﺎﻋﻴﻞ,16/04/2012 22:54
29,ramy_bakazaboka,مفاجاه الماده تعيد ابو اسماعيل للرئاسه  نفسي افهم ده محامي ولا بتاع طرشي ابو اسماعيل,16/04/2012 22:50
30,FDahia,فى ناس بتجيب التهزيق لاهليها ابو اسماعيل,16/04/2012 22:47
31,borhaninio,حازمون ابو اسماعيل مصر ما تستجرااااااااااااااااااااااااااش تزور ورق للحكومه الامريكيهانتو ايه مابتفهموش,16/04/2012 22:46
32,Ayassen_eg,الحلقه رقم  من المسلسل الكوميدي الحمار حمار بخصوص استبعاد حازم صلاح ابواسماعيل ابو اسماعيل  حازمون ,16/04/2012 22:45
33,Egyptianawy2011,انصار ابو اسماعيل بيقولو لو فيها فساد حي على الجهاد احيه احيه بس بردو مش هيقدرو يعملو حاجه دول ناس بسيطه وفاهمه الدنيا غلط محدش يخاف منهم,16/04/2012 22:40
34,MohamedGade,  انا خايف يا يطلع ابو اسماعيل هو اللي نام مكان الرسول يوم ما كان الكفار عايزين يقتلوه ابو اسماعيل,16/04/2012 22:39
35,fouadmohamed,اتوبيس ابوالفتوح كان معدي في صلاح سالم وطالع على الوايليوخد معاه انصار ابو اسماعيل في السكه,16/04/2012 22:38
36,hanysaber79,انا خايف يا يطلع ابو اسماعيل هو اللي نام مكان الرسول يوم ما كان الكفار عايزين يقتلوه ابو اسماعيل,16/04/2012 22:37
37,MASRY_WAFTAKHER,  ابو اسماعيل نيو ڤيرجين من اوباما شخصيآحازمون كاذبون ,16/04/2012 22:36
38,Shereenism,   ولما حد بيكتب الدقون غالبا مابقراش باقي التويته احترم الناس لو عايزهم يحترموك مصر حازمون ابو اسماعيل,16/04/2012 22:35
39,MahmoudRabi3,ابليكشن طلب الجنسيه الامريكيه من الدكتوره نوال نور والده حازم صلاح ابو اسماعيل,16/04/2012 22:35
40,tweetThawra,ابو اسماعيل  ولاد ابو اسماعيل اتجننواااا خلاااااااااااااص اتفرجوا علي الجزيره مباشر مصر,16/04/2012 22:33
41,negroomufc,عشنا و شوفنا بيستدلوا في صفحه  لا لحكم العلمانيين و الليبرالين لمصر  بكلام علاء الاسواني حازمون ابو اسماعيل,16/04/2012 22:32
42,Wild_atHeart,لازم  اللجنه العليا للانتخابات تقول لحازم امك امريكيه وده رقم جواز السفر اللي بيثبت ده ما غير ذلك هياكد ان فيه لعب حازمون ابو اسماعيل,16/04/2012 22:32
43,SHAWSHANK5,ولما حد بيكتب الدقون غالبا مابقراش باقي التويته احترم الناس لو عايزهم يحترموك مصر حازمون ابو اسماعيل,16/04/2012 22:31
44,uskamalzeid,  ابو اسماعيل ياناس لازم حد يوقف المهزله اللي بتحصل باسم الاسلام ده  ياجماعه مش معقول الناس دي في غيبوبه ومسيطر عليها منافق وكداب  حرام ,16/04/2012 22:31
45,karemsakr,ابو اسماعيل ياناس لازم حد يوقف المهزله اللي بتحصل باسم الاسلام ده  ياجماعه مش معقول الناس دي في غيبوبه ومسيطر عليها منافق وكداب  حرام ,16/04/2012 22:30
46,thetharwat,هو بكره نتيجه التظلم حازمون ابو اسماعيل,16/04/2012 22:27
47,Cleobatta,واضح ان مدير حمله ابو اسماعيل بتوه اتباعه فى متاهه الثغره القانونيه لقانون الجنسيه وفى الاخر حيقول ايه يعني هي امريكيه هناك ومصريه هنا,16/04/2012 22:25
48,mos_fouda,ابو اسماعيل انا مصدوم مش معقول يا جماعه الجماعه اللي مسميين نفسهم انصار بوسماعين الكداب ده  الناس مخها مسح  اتفرجوا علي الجزيره مباشر,16/04/2012 22:24
49,OlaOsman,ابو اسماعيل يزعم ان الاوراق مزوره وده شيء كان متوقع و هايتحبس وغالبا هو عارف انه هايتحبس وبيفلفص وبيضحي بمريديه ابو اسماعيل,16/04/2012 22:22
50,Kkholy,فينك ياطنط نوال تخلصينا دلوقت  ابو اسماعيل,16/04/2012 22:22
51,3anoos,   انا هانزل الاعتصام بكره اسمع منهم بيفكروا ازاي بدل الاحكام المسبقه اللي عمالين تقولوها على تويتر حازمون ابو اسماعيل,16/04/2012 22:20
52,Ahmed_Kayal,النهارده كان فيه مشهد سريالي اون ذا ران صلاح سالم كان كله دقون دلوقتي بس عرفت احساس سمير و شهير وبهير حازمون ابو اسماعيل مصر ,16/04/2012 22:19
53,sara_ab5,اعتقد ان ابو اسماعيل كده اتفضح فضيحه المتطاهر يوم طلوعه على المعاشفي السن ده وكداب وكمان عامل شيخ هههههههههه   ,16/04/2012 22:17
54,JoelleAhmed,انا هانزل الاعتصام بكره اسمع منهم بيفكروا ازاي بدل الاحكام المسبقه اللي عمالين تقولوها على تويتر حازمون ابو اسماعيل,16/04/2012 22:17
55,_TaMaTeM_,  حازمون نصبوا الخيم في صلاح سالم والجيش والشعب ايد واحده وحاجات كده مصر ما علينا ابو اسماعيل  ,16/04/2012 22:17
56,abolala_w_lo2a,مشممكن شويه المخابيل بتوع حازمون الي بيروحو يعتصمو ككارت ارهاب زي ميكون ولي من الاوليه كذاب و اتقفشبسسسسمصر ابو اسماعيل,16/04/2012 22:15
57,elabd12,الكذب مالوش رجلين  ولا ايدين ابو اسماعيل,16/04/2012 22:12
58,abdolotfy88,وسط كل اللبش والكلام والخوازيق والوثائق المتنطوره دي انا رايي ان ابو اسماعيل يقسم ان امه مش امريكيه واعتقد ان الناس حتصدقه ابو اسماعيل مصر,16/04/2012 22:10
59,Asmaa_Abdelaal,الي فعلا ماضيقني ازاي اولاد ابو اسماعيل مش زعلانين ان خلي سيره امه علي كل لسان مع التشكيك في هويتها بلا انتخابات بلا قرف ملعون السلطه,16/04/2012 22:10
60,Rana_elshrer,طلب اصدار جواز سفر امريكي وحسب القانون الامريكي يقتصر اصدار جواز السفر الامريكي لحاملي الجنسيه  ابو اسماعيل,16/04/2012 22:04
61,mahmoudfadel,حازمون نصبوا الخيم في صلاح سالم والجيش والشعب ايد واحده وحاجات كده مصر ما علينا ابو اسماعيل  ,16/04/2012 22:03
62,manalammar6,ييابخت ابو اسماعيل باللى بيدافعوا عنه لو دافعوا عن الثوره كان زمانه ريس ومتريس من زماااااان ابو اسماعيل حازمون رئيس مصر,16/04/2012 22:02
63,Ahmed_R_ARahman,هو ايمن نور لو كان لسه فى السباق و لم يتم استبعاده  كان برضه هيحشر نفسه فى موضوع جنسيه ام ابو اسماعيل كدا ,16/04/2012 22:01
64,forti711,آحا بجدهو وصلت لدرجه ان الكلاب ولاد ابو اسماعيل يشبهوه بالرسولالناس دي ايه بتآكل بيبي ,16/04/2012 22:01
65,Ziadragab,ابو اسماعيل المستندات مش عليها الختم و امضت اتنين موظفين الختم في الدرج,16/04/2012 22:00
66,Ell1988,قناه دلوقتي كانت جايبه فيلم عسل اسود فيه احمد حلمي معاه الجنسيه الامريكيه افتكرت الشيخ حازم ابو اسماعيل مش عارفه ليه ,16/04/2012 21:59
67,mahmuhasetabuha,يعنى نقبل انه يكون عندنا رئيس مامته حلفت بولائها لبلد تانيه او حتى اخته حازمون راى ابو اسماعيل مصر,16/04/2012 21:59
68,MOTAZGHAMDI,يا ابو اسماعيل ادينا اشاره واحنا نجيب طنطاوى فى شيكاره  صلاه النبى احسن ,16/04/2012 21:54
69,artboon999,  هتاف السلفيين دلوقت قدام اللجنه  قال بيقولوا امريكيه ايا ايا اوه اه ياشويه حراميه ايا ايا اوه ابو اسماعيل حازمون اتجننوا,16/04/2012 21:52
70,ikoOoki,كسم حازم ابو اسماعيل,16/04/2012 21:51
71,Autokazbon,بعد تهرب ابواسماعيل من اللقاء شورى العلماء يدعو الى عدم المصادمه ابو اسماعيل,16/04/2012 21:49
72,Mustafa_Bakri,رايى فى موضوع ابو اسماعيل  ابو اسماعيل كداب  انصاره بيتبعووه بلا تفكير و عشان هو بيعرف يضحك عليهم,16/04/2012 21:49
73,KarimShedid,للاسف محبي منير نفس ولاد ابو اسماعيل في التحيز و الشدد لكلاهما ,16/04/2012 21:48
74,mollyyoussef,ابو اسماعيل يتهرب من هيئه شورى العلماء لرفضه القسم على جنسيه والدته   هو عارف انها امريكيه لكن بيماطل في ثغرات قانونيه ابو اسماعيل,16/04/2012 21:48
75,walooo2009,  نفسى ولاد ابو اسماعيل و حازمون يشوفوا الفيديو ده والتعليق الرائع من الاستاذ ابراهيم عيسى التدين قول الحق مش بالدقن  ,16/04/2012 21:48
76,AmrIsmail2,هما طلعوا اللي معاهم طلع انت بقي الي معاك ابو اسماعيل,16/04/2012 21:48
77,TameREmaD,الشيخ حازم احسبه ممن سينصر الله ورسوله ويحكم شرعه شاهدوه يبكي لكلمات نشيد هو الحق خوفا ان يكون دعيا  ابو اسماعيل,16/04/2012 21:46
78,princess200099,مين فاكر الاخوان ف الجامعه لما حولوا اغنيه لولاكى لولا لولا الى اسلامنا باقى باقى باقى ابو اسماعيل  اخوان كاذبون حازمون كاذبون,16/04/2012 21:46
79,wsen1,  ههههههههههههه  عاجل وبالدليل  المشير طنطاوي يحمل الجنسيه الامريكيه  شييير بسرعه  حازمون ابو اسماعيل ,16/04/2012 21:45
80,for3onia,لاولاد ابو اسماعيل  شورى العلماء يدعو الى عدم المصادمه ويصدر بيان  ابو اسماعيل,16/04/2012 21:39
81,amera_elsaidi,لاولاد ابو اسماعيل  ابو اسماعيل يتهرب من هيئه شورى العلماء لرفضه القسم على جنسيه والدته  ابو اسماعيل,16/04/2012 21:38
82,AhmedHussein_Tw,ابو اسماعيل الشعب مش مختوم فعلا الختم في الدرج,16/04/2012 21:36
83,mostafa2k82,  فيديو الشيخ ابو اسحاق الحويني وهو شيخ للسيد حازم ابو اسماعيل نشاهد وكانه يخاطبهابو اسماعيل مصر اخوان كاذبون,16/04/2012 21:35
84,EgNour, بعد تهرب ابواسماعيل من اللقاء شورى العلماء يدعو الى عدم المصادمه الشخشوخ  طلع كذاب يا خساره حازمون ابو اسماعيل,16/04/2012 21:34
85,M0hamedHassan,الشيخ الشعراوي اذا وجدتم رجل الدين يستميت على السلطه فلا تولوه  ابو اسماعيل حازمون  ,16/04/2012 21:33
86,twitgoodman,لاولاد ابو اسماعيل  الولايات المتحده لا تستخدم اي اختام على اوراقها الدبلوماسيه  ابو اسماعيل,16/04/2012 21:32
87,Tweet3beet,انصار ابو اسماعيل يدخلون اعتصام مفتوح امام العليالحين الفصل فى تظلمه  دي ناس لا ليهافي ديمقراطيه ولاحريهبس عبوديه مصر,16/04/2012 21:31
88,Revolutionlady,  عـــــــاجـــــل  موكد  ابو اسماعيل خارج السباق الرئاسى وتم رفض تظلم الشيخ حازم صلاح ابو اسماعيل ,16/04/2012 21:31
89,mahedoda,  عـــــــاجـــــل  موكد  ابو اسماعيل خارج السباق الرئاسى وتم رفض تظلم الشيخ حازم صلاح ابو اسماعيل ,16/04/2012 21:31
90,IssaHaitham,عـــــــاجـــــل  موكد  ابو اسماعيل خارج السباق الرئاسى وتم رفض تظلم الشيخ حازم صلاح ابو اسماعيل ,16/04/2012 21:30
91,medoelmasrey,حازم صلاح ابو اسماعيل طلع كذاب وخاف من الذهاب للجنه كبار العلماء عشان يقسم على انه صادق وتهرب منهم ابو اسماعيل حازمون,16/04/2012 21:30
92,MayadaaMostafa,    عـــــــاجـــــل  موكد  ابو اسماعيل خارج السباق الرئاسى وتم رفض تظلم الشيخ حازم صلاح ابو اسماعيل ,16/04/2012 21:28
93,Ahmed_F4wzy, طيب علشان اريحك امريكا من المستحيل انها تطلع ورق رسمي عن ام ابو اسماعيل  الا بحكم محكمه عدا ذلك اي تلاعب تم يعد غير قانوني,16/04/2012 21:28
94,kinzy25,لا يمكن لاي شخص التقدم للحصول علي جواز سفر امريكي الا عندما يكون مجنس بجنسيه هذا البلد  ابو اسماعيل حازمون   اخوان,16/04/2012 21:28
95,MohamadHaitham,ايه الجديد ف موضوع ابو اسماعيل ,16/04/2012 21:27
96,morad3277, بس بعيد عن موقف السلطه وموقف ابو اسماعيل بحس ان هما جهله,16/04/2012 21:27
97,Shady_Elwahsh,ولاد ابو اسماعيل كتير قوي وموقفين صلاح سالم,16/04/2012 21:26
98,engBelalRagab,ايوه يا جماعه ماهي مافهاش ختم امريكا الاحمر و حتم مصر الازرق تبقه طبعاا مزوره ابو اسماعيل,16/04/2012 21:26
99,noourahmed,ابو اسماعيل اللي بيتكلم مبيعملش  بس خلاص ,16/04/2012 21:25
100,SaSoZiZo,ابواسماعيل يتهرب من هيئه شورى العلماء لرفضه القسم على جنسيه والدتهلو الكلام اكيد يبقى تاهت ولقناها يا ولاد مصرابو اسماعيل ,16/04/2012 21:25
101,AHMADitis,علي فكره برضوا يا ابو اسماعيل مزوره مفهاش كلمه امريكا ابو اسماعيل,16/04/2012 21:23
102,RamiWaheed,ابو اسماعيل بيقولك بالمطبعه  مش بختم الختامه  احا ده فاكر ان امريكا بتزور كده  سمعت عن الكمبيوتر يا اخ ,16/04/2012 21:23
103,HebaGhannam,تهرش الكذاب لما تبريراته نفسها تكون متناقضه امريكا بتزور المستندات الامريكيه لا شرعيه لها في مصر الباسبور لا يعني الجنسيه ابو اسماعيل,16/04/2012 21:22
104,abdofares, ابو اسماعيل ده اللي انا بقوله برضه والمفروض ان البينه على من ادعي,16/04/2012 21:21
105,ShooRoouk,انا ولا مع حازم و لا ضده بس ليه افترضنا صدق السلطه فى اللى بيحصل  ماهو كل مره بنكذبهم  اشمعنى المره دى الناس مصدقاهم ابو اسماعيل,16/04/2012 21:21
106,mohamedaminmasa,  والله الست قربت تقوم من قبرها تقوله ارحمناااااا ابو اسماعيل,16/04/2012 21:20
107,SalmaTalaat91,والان ولاد ابو اسماعيل بيقولك الورقه الي مع اللجنه مزوره طب ايه رايك بقى ان الورقه الي معاكو هي المزوره و خلينا في الفيلم ده شهرين تلاته,16/04/2012 21:19
108,ahmed_sabry,ابو اسماعيل يتهرب من هيئه شورى العلماء لرفضه القسم على جنسيه والدته ابواسماعيل حازمون ابو اسماعيل,16/04/2012 21:18
109,Hadoutaa,والله الست قربت تقوم من قبرها تقوله ارحمناااااا ابو اسماعيل,16/04/2012 21:14
110,Nashwa14,بيقولك ولاد ابو اسماعيل عملو انقلاب في قطر عقابا لها على تامرها مع اسرائيل و امريكا و العلمانيين الكفره ولاد الوسخه احيه,16/04/2012 21:13
111,terika22,الدنيا كلها بتشتغل حازمون عند اللجنه مذيع الجزيره بيقول لمدير الحمله هل لو اللجنه استبعدت الشيخ حازم حتعملوا عمليات استشهاديه ابو اسماعيل,16/04/2012 21:07
112,A_7osney,لو رجعوا ابو اسماعيل هيرجعوا عمر سليمان,16/04/2012 21:07
113,Ahmed_Lakkany, ابو اسماعيل طيب هو اصلا اللجنه جابت شي يثبت اي شي ,16/04/2012 21:05
114,MaGEd_Ali79,   تصريح جديد للخارجيه الامريكيه عن جنسيه والده ابو اسماعيل مسخره  فضيحه حازمون,16/04/2012 21:04
115,mo7amed7ussein,كام واحد مستعد يموت عشان ابو اسماعيل  تخيل كده فعلا ان كل واحد هيموت عشان حازم هيدخل الجنه طب مستنى ايه  حازمون   ,16/04/2012 21:02
116,a_amrou1, تصريح جديد للخارجيه الامريكيه عن جنسيه والده ابو اسماعيل مسخره  فضيحه حازمون,16/04/2012 21:01
117,AhmedMaherGad,  برنامج علي قناه الرحمه يتبرا من ابو اسماعيل ويدعو كل الشيوخ لان يخرجو يقولو كلمه الحق ولا يخافو من اتباع ابو اسماعين,16/04/2012 20:54
118,Najm_D,ابو اسماعيل  مستند غير محدد اسم الدوله التي اصدرته و يزعمون من عند انفسهم انه مستند امريكي,16/04/2012 20:54
119,khaledd_h,بالنسبه ل ابو اسماعيل هو كله نفى نفى مفيش اثبات ,16/04/2012 20:54
120,MZedan,  ابو اسماعيل  حازمون جاهلون وللحقيقه عارفون وعاملين فيها مستعبطون  ,16/04/2012 20:52
121,merezaii,عندما يتحول حلم الحصول على جواز السفر الامريكي الى كابوس ابو اسماعيل  الانتخابات المصريه ام الاجنبي,16/04/2012 20:52
122,akramK_,ابو اسماعيل اغيثونا يااهل القانون  مستند ليس مختوما باي ختم و يقولون عنه مستند رسمي  مستند ليس موقع و يقولون عنه مستند ,16/04/2012 20:52
123,adelz90,حسبي الله ونعم الوكيل المسلم من سلم المسلمون من لسانه ويده   ابو اسماعيل,16/04/2012 20:50
124,Muns707,اه حكايه المستندات اللي ابو اسماعيل ناشرها دي  ,16/04/2012 20:50
125,m5edr, هتاف السلفيين دلوقت قدام اللجنه  قال بيقولوا امريكيه ايا ايا اوه اه ياشويه حراميه ايا ايا اوه ابو اسماعيل حازمون اتجننوا,16/04/2012 20:50
126,MBashta,هتاف السلفيين دلوقت قدام اللجنه  قال بيقولوا امريكيه ايا ايا اوه اه ياشويه حراميه ايا ايا اوه ابو اسماعيل حازمون اتجننوا,16/04/2012 20:50
127,manoushatarek,اخبار حازم صلاح ابو اسماعيل  انصار ابو اسماعيل يعتصمون امام الرئاسيه صباح البلطجه ابو اسماعيل,16/04/2012 20:49
128,Danosediq,كلمه لحازمون الحازقون  اللى يعرف ربنا لو ابوه عصى ربنا ما يقولش عشان ابويا لازم ادارى عليه حازمون شويه عقل وضمير بقى بلاش قرف ابو اسماعيل,16/04/2012 20:49
129,2_eman,طب ممكن يسجلوها حلقات ويذيعوها في رمضان بعد الفطارابو اسماعيل حازمون كاذبون,16/04/2012 20:48
130,FlyingRamy,ابو اسماعيل واولاده عملولي صداع في دماغي,16/04/2012 20:48
131,shahendahassan,لسوف نفتقد ابو اسماعيل بعد انتخابات الرئاسه مثلما افتقدنا خطابات القذافيحازمون كاذبون,16/04/2012 20:48
132,Adham96_AShraF,ابو اسماعيل  حازمون جاهلون وللحقيقه عارفون وعاملين فيها مستعبطون  ,16/04/2012 20:47
133,K_FMY,ابو اسماعيل زودها ,16/04/2012 20:47
134,ibrahimabdeen,انا او الختمابو اسماعيل حازمون كاذبون,16/04/2012 20:47
135,ahmadwtaha,ابو اسماعيل الكداب بيروح النار وانت بتكدب ليل ونهار,16/04/2012 20:46
136,elshe57osny,ابو اسماعيل يتهرب من هيئه شورى العلماء لرفضه القسم على جنسيه والدته كلام فاضي وغلط الخبر موجود ع موقع اليوم السابعالموقع معدومه مصداقيته,16/04/2012 20:46
137,EsraaAwaysheh,اخبار مصر سنه   استمرار الجدل حول جنسيه والده حازم ابو اسماعيل ,16/04/2012 20:45
138,sarasamer19,علي فكره  في العتبه في ناس كتير بيعملوا اختام واشهرها ختم النسر الامريكي  تحب اشتريلك واحدابو اسماعيل حازمون كاذبون,16/04/2012 20:44
139,AlaaNazir,طب لما حازم و انصاره كده صادقين ما يطلعوا هما الورق يطلعوا حتى الجرين كارد  ابو اسماعيل,16/04/2012 20:43
140,DesignerAhmed,ابو اسماعيل ده حكايه ناقص يطلع يقول اثبت ان انا مش انا اللمبي ستايل,16/04/2012 20:43
141,kafroz,ختم ايه يا ابو اسماعيل  انت فاكر نفسك بتخاطب مكتب سجل مدني بولاق الدكرور حازمون كاذبون,16/04/2012 20:43
142,MustafaMakram,والنعمه لوبكره طلع حازم الجرين كارت بتاع والدته قبل مايتقبل طلبها للجنسيه لاكون اول مرشحيه ومجانينه وامشي اقول حي حازم جي مصر ابو اسماعيل,16/04/2012 20:41
143,ebnrashed,حازمابو اسماعيل يتهرب من هيئه شورى العلماء لرفضه القسم على جنسيه والدته ابو اسماعيل,16/04/2012 20:40
144,MarwaApril,ابو اسماعيل بيدور ع الختم اللي في المستندات  ماتشوف قفاك كده ياشيخحازمون كاذبون,16/04/2012 20:38
145,NezarMahmoud,هو مش هانخلص من مسلسل الهابط بتاع ابو اسماعيل  ما تنجز ياض يا سمعه مكانش منصب محدش عارف صلاحيته لحد دلوقتى  ابو اسماعيل,16/04/2012 20:38
146,AmrElGabry,بعض العلمانيين و الحاقدين نازلين شتم و استهزاء بـ ابو اسماعيل على تويتر  بس هم ع الارض لاشيئ  القافله تسير والكلاب تنبح مصر,16/04/2012 20:36
147,AllAboutArab, صباحى ابو الفتوح ابو اسماعيل,16/04/2012 20:36
148,5arouB,  ابو اسماعيل بيحاول يعمل ايهمش واخد بالو انو واخد حازمون و مصر كلها على حاره سدزمب مصر ايه ان امك وباقي عائلتك من الفرنجهماما امريكا,16/04/2012 20:35
149,ayazikas,بما ان الموضوع ان امريكا بتتلزق فى ابو اسماعيل وامه ومش سايباهم فى حالهم انا بقى عاوزه جنسيه امريكيه اكيد امريكا تتمنى ابو اسماعيل حازمون,16/04/2012 20:35
150,SimonaSamar,قررت انتخاب ابو الفتوح قبل علمى بخروج ابو اسماعيلعلى ولاد ابو اسماعيل التزام ادب الخلاف مع ابو الفتوح,16/04/2012 20:34
151,unkown_solider, ابو اسماعيل يهرب من القسم علي جنسيه والدته  ,16/04/2012 20:31
152,allogine,اتفرج رصد ناشره ورق عن ابو اسماعيل وهطل اللجنه الامنجيه ولاد الوسخه اللي معلقين على الحوار كافحوا الخراء الفكري ,16/04/2012 20:30
153,HossamMofid,ابو اسماعيل يتهرب من هيئه شورى العلماء لرفضه القسم على جنسيه والدته الله يخرب بيت الكرسى اللى يخلى الواحد يكدب ياعم مش مستاهله ابو اسماعيل,16/04/2012 20:29
154,asmaa_elalfy,انا حاسس ان الغبى ابو اسماعيل مجرد لعبه مخابراتيه من جهه ما لاحداث فتنه فى مصر يعلن العسكر على اثرها الاحكام العرفيه مصر ابو اسماعيل,16/04/2012 20:29
155,just_virtual,ابو اسماعيل نيو ڤيرجين من اوباما شخصيآحازمون كاذبون ,16/04/2012 20:27
156,Romza_,لما ام ابو اسماعيل مش محجبه واخته معاها الجنسيه الامريكيه  امال ابو اسماعيل طالع سلفى لمين  ابو اسماعيل والله مش بهزر,16/04/2012 20:27
157,ProudBaltagia,الورقه بتاعه الخارجيه مزورهقشطه فينورقحازم فين اي حاجهابو اسماعيل,16/04/2012 20:26
158,Rbarghash,حازم قال ايه على قناه الحكمه  حازمون ابو اسماعيل,16/04/2012 20:26
159,ahmedhanafylawy,هوه اعضاء البرلمان  اللي عملوا توكيلات للشيخ حازم عملوا ايه  حد فيهم قدم استجواب  حد منهم رفع شماعه ابو اسماعيل تواطو,16/04/2012 20:24
160,abou_salem,  كان الله بعونك يا ابو اسماعيل  مصر انتخابات مصر,16/04/2012 20:23
161,da5el_7afy,كان الله بعونك يا ابو اسماعيل  مصر انتخابات مصر,16/04/2012 20:22
162,Ph_Fofa,حازم ابو اسماعيل  مصر  الشيخ بيلعبها صح بيهدم الشكوك الي جوه عامه الناس حتي يوول الامر الي اللجنه بطريقه غير مباشره,16/04/2012 20:22
163,KarShaf,لسان حال ابو اسماعيل بيقول اكدب وصدق الكذبه لحد ما الخرفان  يصدقوك  والناس مش مهم لانهم قله مندسه,16/04/2012 20:18
164,Hossam_Hegazy,  ابو اسماعيل مابيعملش حاجه غير تهديد في الهوا علي فكره مش كل عيار مايصيبش يدوش بعد فتره بيبقي لابيدوش ولا بيتسمع اصلاحازمون كاذبون,16/04/2012 20:17
165,MFpharmacist, انا سوري في الامارات  اتمنى لك التوفيق يا ابو اسماعيل,16/04/2012 20:15
166,egypt_flag,المستندات التي تم الاعتماد عليها لاستبعاد حازم ابو اسماعيل من قائمه مرشحين الرئاسه  حازمون ابو اسماعيل ,16/04/2012 20:13
