,from_user,text,created_at
5355,,هو ابو اسماعيل مش ناوى ينزل عند وزاره الدفاع علشان يدرك اللحظه الفارقه ,26/04/2012 18:40
5356,,الله يلعنك فى كل كتاب ابو اسماعيل طنطاوى,26/04/2012 18:38
5357,,يا ابو اسماعيل يا همجي روح للناس يا جبان العباسيه,26/04/2012 18:53
5358,,كل اللى حصل فى البلد ده عشان مرشح استبعد من الانتخاباتاحيه يا بلد ابو اسماعيل اعتصام وزاره الدفاع ,26/04/2012 19:16
5359,,المفروض يعني جمعه النهايه ديه اييه  جمعه تنصيب ابو اسماعيل رئيسا للجمهوريه ,26/04/2012 19:22
5360,,     والله بنسال عليه من امبارح واول امبارح فين ابو اسماعيل,26/04/2012 19:39
5361,,شاهد اخر تصريح لطلعت السادات رحمه الله عليه عن ابو اسماعيل بخصوص ان الدم عنده سهل  ,26/04/2012 19:37
5362,,هو اخبار ابو اسماعيل ايه مش وعد بمفاجات اد كده  طيب فين الورق اللي قال انه هيطلعه يثبت  و الله انا باستعلم مش باتريق,26/04/2012 19:45
5363,,ابو اسماعيل الدجال لازم يتحاكم لانه السبب في مقتل الكثيرين,26/04/2012 20:43
5364,,مع السلامه يامصطفى العباسيه وزاره الدفاع مصر اشتباكات ابو الفتوح الاهلى الاخوان حمدين ابو اسماعيل ,26/04/2012 21:39
5365,,  ابو اسماعيل الدجال لازم يتحاكم لانه السبب في مقتل الكثيرين,26/04/2012 21:38
5366,,هو ابو اسماعيل خد البريكفاست بتاعه ولا لسه ابو اسماعيل ,26/04/2012 21:41
5367,,هى دى المفاجاه المدويه التى وعدنا ابو اسماعيل بتفجيرها  يترك انصاره يقتلون ,26/04/2012 22:21
5368,,المفروض ابو اسماعيل ينزل  يواجه اللواء بدين ولا ايه ,26/04/2012 22:23
5369,,كل شويه يطلع ابو اسماعيل يقولوهم اصمدوا ساعلن عن مفاجاهياتري هي دي المفاجاه ياوصولي يانصاب والان اصبحت قاتلمنك لله  ,26/04/2012 22:57
5370,,  كل شويه يطلع ابو اسماعيل يقولوهم اصمدوا ساعلن عن مفاجاهياتري هي دي المفاجاه ياوصولي يانصاب والان اصبحت قاتلمنك لله  ,26/04/2012 22:59
5371,,اين ابو اسماعيل من اراقه كل هذه الدماء الا يكفي هذا لاعترافه بالخطاء حتي ولو كان صادق مجزره العباسيه وزاره الدفاع ,26/04/2012 23:00
5372,,بدايه من سيدنا محمد وبعده الصحابه والقاده  فى الاسلام كانوا يقودون المعارك ويواجهون الموت قبل انصارهم فين  ابو اسماعيل,26/04/2012 23:02
5373,,   اين ابو اسماعيل من اراقه كل هذه الدماء الا يكفي هذا لاعترافه بالخطاء حتي ولو كان صادق مجزره العباسيه وزاره الدفاع ,26/04/2012 23:01
5374,,ابو اسماعيل الكداب المنافق حسبي الله ونعم الوكيل فيك في كل كناب  ذنب الناس دي في رقبتاك,26/04/2012 23:04
5375,,ممكن تاييد او نفى لخبر اتجاه صباحى لـ العباسيه للمشاركه فى اعتصام اولاد ابو اسماعيل ,26/04/2012 23:06
5376,,ابو اسماعيل خرس ليه دلوقتي  فالح بس يعمل موتمر في الجانع ويقوم الدنيا والناس  قرف يقرفك,26/04/2012 23:05
5377,,قتلى العباسيه اصبحت دمائهم فى رقبتك يا شيخ حازم تحمل الوزر ابو اسماعيل,26/04/2012 23:05
5378,,  قتيل حتي الان المسئول رقم راحد هو المسيخ الدجال ابو اسماعيل,26/04/2012 23:09
5379,,                   سنحيا كراما فعلا ابو اسماعيل ,26/04/2012 23:13
5380,, هو عمو حازم ابو اسماعيل لسه مصحيش طب هو مش هيصلي الضهر ,26/04/2012 23:16
5381,, هو عمو حازم ابو اسماعيل لسه مصحيش طب هو مش هيصلي الضهر ,26/04/2012 23:19
5382,,ابو الفتوح يعلق حملته الامتخابيه بعد احداث العباسيه راجل يا ابو الفتوح  منستش اللي ابو اسماعيل نساهم,26/04/2012 23:29
5383,, هو عمو حازم ابو اسماعيل لسه مصحيش طب هو مش هيصلي الضهر ,26/04/2012 23:29
5384,,ابو اسماعيل رمى الناس وجه دلوقتي خلى واحد من حملته يقولوا مش احنا الي هناك واحنا منزلناش  ربنا ينتقم منك   العباسيه قرف,26/04/2012 23:33
5385,, لا احد برئ في احداث العباسه بدايه من المعتصمين الي المجلس العسكري الجميع اجرمواو علي راسهم المسيخ الدجال ابو اسماعيل,26/04/2012 23:43
5386,,ﺍﺑﻮ ﺍﻟﻔﺘﻮﺡ ﻳﻌﻠﻖﺣﻤﻠﺘﻪ ﺍﻻنتخابيه ﺑﻌﺪ ﺍﺣﺪﺍﺙﺍﻟﻌﺒﺎﺳﻴﺔ  ﺭﺍﺟﻞ ﻳﺎ ﺍﺑﻮ ﺍﻟﻔﺘﻮﺡﻣﻨﺴﺘﺶ ﺍﻟﻠﻲ ﺍﺑﻮ ﺍﺳﻤﺎﻋﻴﻞ ﻧﺴﺎﻫﻢ,26/04/2012 23:42
5387,,    لا احد برئ في احداث العباسه بدايه من المعتصمين الي المجلس العسكري الجميع اجرمواو علي راسهم المسيخ الدجال ابو اسماعيل,26/04/2012 23:44
5388,,هما فعلا اللى فى العباسيه مينفعش يكونوا بيناصروا واحد كلب ووقح زى ابو اسماعيل ,26/04/2012 23:45
5389,,فين ابو اسماعيل اللي كان مالي البلد صراخ واللي الاعتصام كده ابتدا علشانه والا هو خلص الدور اللي كان مطلوب منه واختفى العباسيه مصر,26/04/2012 23:55
5390,,المتحدث الرسمي لحمله ابو اسماعيل يتبرا مم انصارهم ب العباسيه ويوكد لسنا مسئولون عنهم والشيخ طلب منهم اكثر ,26/04/2012 23:54
5391,,ايمن الياس المتحدث باسم حمله حازم  ابو اسماعيل امتثل لقرار استبعاده ولا سيطره له على المعتصمين من محبيهوادى العرص باع الناس ابو اسماعيل,27/04/2012 00:16
5392,,فين ابو اسماعيل اللي كان مالي البلد صراخ واللي الاعتصام ده ابتدا علشانه والا هو خلص الدور اللي مطلوب منه واختفى العباسيه مصر,27/04/2012 00:28
5393,,لافرق في مصر بين بعض المحسوبين ع التيار الاسلامي وبين النشطاء المحلدين والعلمانيينهولاء يقدسون ابو اسماعيل وهولاء قدسوا الجيزاوي ف العقل,27/04/2012 00:56
5394,,اللي بيتصل بالجزيره مباشر بيقول ان نتيجه تدافع ع المنصه الاخيره ابو اسماعيل جالو تمزق فالاربطه فطلبولوه دكتور مخ و اعصاب  احييييييييه,27/04/2012 01:01
5395,,لو حد من حازمون لسه بيدافع عن ابو اسماعيل بعد ما باعكو رسمي ع الجزيرهتبقوا فعلا تستاهلوه غباء العباسيه,27/04/2012 01:32
5396,,ابو اسماعيل بيقول انه مالوش صله بالاعتصام احا طب عليا النعمه انت حلال فيك القتل بدل اللي راحوا بسببك دول يا شيخ عره ,27/04/2012 02:46
5397,,مسئول حمله ابو اسماعيل قال مالناش دعوه بالناس دى احنا التزمنا بالقانون بعتوهم بالسرعه دى دول كانوا معتصمين عشانكوا يا ولاد الكلب ,27/04/2012 03:00
5398,,  مسئول حمله ابو اسماعيل قال مالناش دعوه بالناس دى احنا التزمنا بالقانون بعتوهم بالسرعه دى دول كانوا معتصمين عشانكوا يا ولاد الكلب ,27/04/2012 03:39
5399,,  هما فعلا اللى فى العباسيه مينفعش يكونوا بيناصروا واحد كلب ووقح زى ابو اسماعيل ,27/04/2012 05:25
5400,,لو حد من حازمون لسه بيدافع عن ابو اسماعيل بعد ما باعكو رسمي ع الجزيرهتبقوا فعلا تستاهلوه غباء العباسيه   ,27/04/2012 11:01
5401,,ابو اسماعيل ابو ام اللى جابتك,27/04/2012 11:21
5402,,ابو اسماعيل طلب فض الاعتصام يوم التلات  بعد اكتر من اسبوع من الاعتصام  تعليقي الوحيد لااا يااااااراجل,27/04/2012 11:46
5403,,  لو حد من حازمون لسه بيدافع عن ابو اسماعيل بعد ما باعكو رسمي ع الجزيرهتبقوا فعلا تستاهلوه غباء العباسيه   ,27/04/2012 13:12
5404,, لو حد من حازمون لسه بيدافع عن ابو اسماعيل بعد ما باعكو رسمي ع الجزيرهتبقوا فعلا تستاهلوه غباء العباسيه   ,27/04/2012 13:18
5405,,كل اللي بيموتو في العباسيه دمهم في رقبه ابو اسماعيل حسبي الله و نعم الوكيل,27/04/2012 13:19
5406,,   كل اللي بيموتو في العباسيه دمهم في رقبه ابو اسماعيل حسبي الله و نعم الوكيل,27/04/2012 13:23
5407,,الاعتصام مش بمزاج حد و الاعتصام مش عشان ابو اسماعيل و لا هو ولا غيره يقدروا يفضوا الي يفضه الي قاموا بيه في العباسيه و انقلوا الاشعات كمان,27/04/2012 14:00
5408,,  ابو اسماعيل بيقول انه مالوش صله بالاعتصام احا طب عليا النعمه انت حلال فيك القتل بدل اللي راحوا بسببك دول يا شيخ عره ,27/04/2012 15:08
5409,,   لو حد من حازمون لسه بيدافع عن ابو اسماعيل بعد ما باعكو رسمي ع الجزيرهتبقوا فعلا تستاهلوه غباء العباسيه,27/04/2012 15:14
5410,,الجزيره مباشر جايبه ناس بتحرض ضد المعتصمين اللي هم ابريل والسلفيين وبتبلغ ولاد ابوسمعين انه قلبهم ابو اسماعيل العباسيه,27/04/2012 15:18
5411,, ابو اسماعيل فعلا ليس له علاقهبالاعتصام فلامبرر لتشويه القضيه او الاعتصام بيه اللى هناك ثوار حتى السلفيين كله هدفه اسقاط العسكر ,27/04/2012 15:17
5412,,   الجزيره مباشر جايبه ناس بتحرض ضد المعتصمين اللي هم ابريل والسلفيين وبتبلغ ولاد ابوسمعين انه قلبهم ابو اسماعيل العباسيه,27/04/2012 15:17
5413,,انتو سايبين الفاعل الاصلى لكل الجرايم من ساعه الثوره وماسكين فى ابو اسماعيل صحيح انا بكرهه لكن القاتل الرئيسى هو المجلس العسكرى العباسيه,27/04/2012 15:17
5414,,اي حد عاملي فلو ولسه شايف ابو اسماعيل قديس  يا يعمل انفلو يا يقرا تويتاتي من سكات و ينقطني بسكوتو ,27/04/2012 15:26
5415,,خالد علي يناشد انصاره النزول للعباسيه و صباحي سنحمي شبابنا باجسادنا و حمله ابو اسماعيل بيتبروا منهم  العباسيه ,27/04/2012 15:30
5416,,ابو اسماعيل كاذب و منافق و قاتل منك لله يا راجل في رقبتك كل اللي بيموتوا دول ليوم الدين,27/04/2012 16:03
5417,,رساله الي ابو اسماعيل الكذاب وانصاره المغيبون احب افكركم بان رسولنا ص قال اذا التقى المسلمان بسيفيهما فالقاتل ,27/04/2012 16:03
5418,,ابو اسماعيل بصراحه تجاوز مرحله ان الواحد يشتمو  دا الحيوانات هتحس عنو,27/04/2012 16:28
5419,,  انتو سايبين الفاعل الاصلى لكل الجرايم من ساعه الثوره وماسكين فى ابو اسماعيل صحيح انا بكرهه لكن القاتل الرئيسى هو المجلس العسكرى العباسيه,27/04/2012 17:03
5420,,ﻫﻮ ﻓﻴﻦ ﺍﺑﻮ ﺍﺳﻤﺎﻋﻴﻞ ,27/04/2012 17:05
5421,, ابو اسماعيل المريض لم يتواجد و لا يوم ف الاعتصام و راح نام في بيتو معزز مكرم و انصاره نامو ف الشارع  و الناس اتقتلت و هو نايم,27/04/2012 17:35
5422,,يسقط يسقط حكم العسكر و يسقط ابو اسماعيل و لو مات هيكون احسن,27/04/2012 17:34
5423,,ابو اسماعيل  يطالب بفض الاعتصام وانه امتثل للقرار  يعني الناس اللي ماتت دي ماتت عشان امي  صحيح  الشرمطه لا تباع ولا تشترى العباسيه,27/04/2012 17:51
5424,,فينك يا ابو اسماعيل لما كنا سياسيين,27/04/2012 17:55
5425,, انتو سايبين الفاعل الاصلى لكل الجرايم من ساعه الثوره وماسكين فى ابو اسماعيل صحيح انا بكرهه لكن القاتل الرئيسى هوالمجلس العسكرى,27/04/2012 18:11
5426,,اللي بيحصل دلوقتي مايخليناش ننسي المصيبه بدات ازاي لما الناس تشيعت لشيخهم و تحدوا القانون وارادو تغيره بالقوه العباسيه ابو اسماعيل ,27/04/2012 18:10
5427,,رساله الي ابو اسماعيل الكذاب وانصاره المغيبون  افكركم بان رسولناالكريم  قال اذا التقى المسلمان بسيفيهما فالقاتل والمقتول في النار,27/04/2012 18:12
5428,,طبيب ابو اسماعيل  الشيخ حازم مريض جدا وطلب مني فض الاعتصام فورا ابو شكلك ياشيخ  العباسيه ,27/04/2012 18:17
5429,,يارب السلفيين و التيارات الدينيه  ماتنساش وقفت الثوار معاهم و شهداوهم بحس بتقرز منهم في جمعه كندهار و تكفير الثوارالعباسيه ابو اسماعيل,27/04/2012 18:22
5430,,كلام جميل جدا للكداب ابن ستين كداب ابو اسماعيل  ,27/04/2012 18:22
5431,,  وكله فى رقبه ابو اسماعيل,27/04/2012 18:45
5432,,ابو اسماعيل قاعد في بيتهم عشان عنده تمزق في اربطه القدمطب يا رب يجيله تمزق في حته تانيه عشان تبقى الحكايه بجد,27/04/2012 19:11
5433,,اتعجب من عدم ظهور شيوخ السلفيه و الفضائيات لنصره اخوانهم المستضعفين  حتي الراجل اللي زقهم علي الاعتصام  مختفي ابو اسماعيل العباسيه,27/04/2012 19:12
5434,,هقولها تانى  فيه ناس عايشه فى الوهم بتاع هجوم البلطجيه  الاعتصام اشتباكه الاساسى مع اهالى العباسيه  نقطه عباسيه سلفيين ابو اسماعيل,27/04/2012 19:25
5435,,ابو اسماعيل ده عامل زي السكرين سافيريطلع يسخن في الاحداث و اول ما الدنيا تتحرك يختفي        ,27/04/2012 19:32
5436,,نقول تالت فيه ناس عايشه فى الوهم بتاع هجوم البلطجيه الاعتصام اشتباكه الاساسى مع اهالى العباسيه نقطه عباسيه سلفيين ابو اسماعيل,27/04/2012 19:34
5437,,يا حازم ابو اسماعيل انت لا تقل اجراما عن توفيق عكاشهفكلا كما يديه ملوثه بدماء المصريين ابو اسماعيل توفيق عكاشه العباسيه,27/04/2012 20:16
5438,,اى حد هيموت او يتصاب فى العباسيه دموه فى رقبه المجلس و ابو اسماعيل  حسبى الله وتعم الوكيل,27/04/2012 20:16
5439,,الدعاره الاعلاميه الان على الجزيره مباشر الجزيره الجزيره مباشر دعاره عباسيه سلفيين ابو اسماعيل,27/04/2012 20:20
5440,,سوال بجد فين تصريحات ابو اسماعيل قبل النهارده اللي بيطالب فيها بفض الاعتصام لو في يعني,27/04/2012 20:45
5441,,  ابو اسماعيل ده عامل زي السكرين سافيريطلع يسخن في الاحداث و اول ما الدنيا تتحرك يختفي        ,27/04/2012 20:48
5442,,وتلطخت ايدى ابو اسماعيل بالدماء,27/04/2012 21:03
5443,, ابو اسماعيل ده عامل زي السكرين سافيريطلع يسخن في الاحداث و اول ما الدنيا تتحرك يختفي   ,27/04/2012 21:05
5444,,  يا حازم ابو اسماعيل انت لا تقل اجراما عن توفيق عكاشهفكلا كما يديه ملوثه بدماء المصريين ابو اسماعيل توفيق عكاشه العباسيه,27/04/2012 21:23
5445,,رساله الي ابو اسماعيل الكذاب وانصاره المغيبون احب افكركم بان رسولنا ص قال اذا التقى المسلمان بسيفيهما فالقاتل والمقتول في النار,27/04/2012 21:34
5446,,هو ابو اسمعين اخباره ايه  لسه عنده كرامب يا عينى  سلفيين اخوان ابو اسماعيل ابو اسماعيل ابو سمعين ابو سمعين سمعه,27/04/2012 21:38
5447,,غالبا سنحيا يمكن نحييا على ما اظن اننا سنحيا ابو اسماعيل اعتصام وزاره الدفاع,27/04/2012 21:36
5448,,ابو اسماعيلهزى طيزك يا دبدوبه هزهز هز هز,27/04/2012 21:41
5449,,  رساله الي ابو اسماعيل الكذاب وانصاره المغيبون احب افكركم بان رسولنا ص قال اذا التقى المسلمان بسيفيهما فالقاتل والمقتول في النار,27/04/2012 21:43
5450,,عايز تفض اعتصامهم اعتقلهم انما تسلط عليهم بلطجيه ده شغل مافيا مش عسكر ابو اسماعيل عباسيه المجلس,27/04/2012 21:43
5451,,  عايز تفض اعتصامهم اعتقلهم انما تسلط عليهم بلطجيه ده شغل مافيا مش عسكر ابو اسماعيل عباسيه المجلس,27/04/2012 21:49
5452,,سنحيا ميتين ابو اسماعيل,27/04/2012 21:50
5453,,شد عضله فخاف لعضلاته تبان فقال انزل العيال الاعتصام يتعجنوا و اقعد انا في البيت ابو اسماعيل,27/04/2012 21:52
5454,,  شد عضله فخاف لعضلاته تبان فقال انزل العيال الاعتصام يتعجنوا و اقعد انا في البيت ابو اسماعيل,27/04/2012 21:54
5455,, ابو اسماعيل بيجرالبلد لكارثه حقيقيه هذه المره وبسبب كرسي السلطه,27/04/2012 22:00
5456,,طب ليه ميكنش الاخوان هما السبب فى المجزره دى لاختلاق ازمه مع الحكومه و تعطيل تشكيل الجمعيه التاسيسيه للدستور العباسيه ابو اسماعيل,27/04/2012 21:59
5457,,هو فين الخره ابو اسماعيل,27/04/2012 21:59
5458,,لما صاحبنا ابو الحسن يستشهد وانت لسه قاعد بتقول دول ولاد ابو اسماعيل ومش هنزل معاهم اعرف علطول انك خول,27/04/2012 22:03
5459,,هل تصدق ان ابو اسماعيل عيان جدا كما قال طبيبهام ان رجله مكسوره فقطوكيف يفوض طبيبه ان يكلم المعتصمين يفضوا الاعتصام كفايه زهقنا كلام,27/04/2012 22:02
5460,,   لما صاحبنا ابو الحسن يستشهد وانت لسه قاعد بتقول دول ولاد ابو اسماعيل ومش هنزل معاهم اعرف علطول انك خول,27/04/2012 22:02
5461,,الا هو الشيخ ابو اسماعيل فجاه كدا رجلو اتكسرت ما فى اختراع اسمو عجاز او كرسى بعجل يا برنس محسسنى انك رايح مشى دا انت تحتك سواقك وعربيتك,27/04/2012 22:02
5462,,لك الله وطنا باعك  الاعلام من اجل الاعلانات باعك رجال الاعمال من اجل المكسب باعك الموظف من اجل الرشوه و باعك اسلامى من اجل كرسى ابو اسماعيل,27/04/2012 22:02
5463,,مبحملش ابو اسماعيل مسئوليه اللى حصل انا معترض بس على ان من اول يوم الناس اللى نزلت عشانه وبيحبوه سايبهم بيدبحوا وهوا قاعد فى بيتهم,27/04/2012 22:07
5464,, مهو هو اصلا جاى يستهبل على الى خلفونا الى عاوز يفض الاعتصام يكلم اى قناه فضائيه من بتهم حتى ابو اسماعيل احا,27/04/2012 22:10
5465,,ابو اسماعيل فرحان فى ميزان سيائاته ان شاء الله كل نقطه دم بتسيل وهو ولا هنا,27/04/2012 22:13
5466,,وزاره الدفاع  مصري مسيحي من منطقه الاشتباكات في ميدان العباسيه المعتصمون ليسوا انصار حازم صلاح ابو اسماعيل ,27/04/2012 22:14
5467,, الهم اللي يضحك بقى ان كل الناس متضامنه مع شهداء العباسيه الا ابو اسماعيل ,27/04/2012 22:20
5468,,بالنسبه للناس اللي كانت عايزه ابو اسماعيل يقول انه كداب  اترضاه لاخوك اترضاه لابوك ,27/04/2012 22:20
5469,,كل الاحزاب و الجهات علقت نشاطتها تضامنا مع احداث العباسيه و الشهداء  الا ابو اسماعيل,27/04/2012 22:23
5470,,اتمني ان يكون حازم اتبسط واتكيف الان سال دم المصريين عشان خاطرجنسيه امك وانت نايم في بيت امك حاجه تقرف مصر حازمون ابو اسماعيل,27/04/2012 22:23
5471,,لو ابو اسماعيل ظهر اليومين الجايين دول انصاره هيعلقوه,27/04/2012 22:23
5472,,وزاره الدفاع  مصري مسيحي من منطقه الاشتباكات في ميدان العباسيه المعتصمون ليسوا انصار حازم صلاح ابو اسماعيل فقط وهم من جميع اطياف,27/04/2012 22:24
5473,,العباسيه المعتصمون ليسوا انصار حازم صلاح ابو اسماعيل فقط وهم من جميع اطياف الشعب,27/04/2012 22:24
5474,,  شئ مقزز انك تلاقى وسط الدماء صراع على السلطه و الغنائم العباسيه ابو اسماعيل الاخوان,27/04/2012 22:24
5475,,شئ مقزز انك تلاقى وسط الدماء صراع على السلطه و الغنائم العباسيه ابو اسماعيل الاخوان,27/04/2012 22:25
5476,, مصري مسيحي من منطقه ميدان العباسيه المعتصمون ليسوا انصار حازم صلاح ابو اسماعيل فقط وهم من جميع اطياف الشعب,27/04/2012 22:26
5477,,احب اقول ل ابو اسماعيل  ياللي تخاف م الموت بكره تموت م الخوف,27/04/2012 22:26
5478,, هو راح فين ابو اسماعيل ابن التييييييييييييت ,27/04/2012 22:28
5479,,  احب اقول ل ابو اسماعيل  ياللي تخاف م الموت بكره تموت م الخوف,27/04/2012 22:29
5480,,لو اعرف ان شتم ابو اسماعيل بالذات دون عن اي سياسي تاني هيعصم دماء الناس لكنت اول الشاتمين لكن المشكله ان ده ,27/04/2012 22:31
5481,,  ابو اسماعيل اكيد اذا ظهر هيعلن عن موامره لاغتياله  والا كيف يخرج يديه من بركه الدم التي القى فيها انصاره وحدهم ملعنون حازم,27/04/2012 22:30
5482,,انا نفسي ابو الفتوح يبطل تصريحات ملهاش لازمه و مهاجمه عل فاضي احسن تكلم صحبك و زميلك و حبيبك ابو اسماعيل و الدنيا هتهدي يا حج ,27/04/2012 22:31
5483,,ياولدى قد مات شهيدا من مات فداءا للمحبوب من مات فداءا  للمحبوب  عبد الحليم غنى الغنوه دى للاانصار ابو اسماعيل وهما فهموها كدا,27/04/2012 22:31
5484,,     دخل ابو اسماعيل السياسه بلقب فضيله الشيخ و خرج منها بلق المجرم لن ننسي جرائمكم في حق وطن يا تجار الدين,27/04/2012 22:31
5485,,الجهاد طول عمره فى سبيل الله والوطن اول مره يبقى فى سبيل ابو اسماعيل ,27/04/2012 22:33
5486,,اقولك ليه يا ابو اسماعيل الناس رافضه ترجع عشان هما رجاله مواجهه يعنى مواجهه من بقيقى بس,27/04/2012 22:32
5487,,خد عندك ديحمله ابو اسماعيل تتبرا من الموجودين فى العباسيه وتعلن عدم مسئوليتها بالشفا,27/04/2012 22:34
5488,,مين اللي في ميدان العباسيه اتفرج و انت تعرفالمعتصمون ليسوا انصار حازم صلاح ابو اسماعيل فقط وهم من جميع ,27/04/2012 22:34
5489,,عملها برده قبل كده ابو اسماعيل  وخلع من الاعتصام كان عايز يجيب شاحن سوكت رفيع  على راى نواره ,27/04/2012 22:35
5490,,ثم يعنى ايه حمله ابو اسماعيل  هو لسه فيه حمله وبتعمل ايه دى دلوقتى بعد ما اتبالش     ,27/04/2012 22:35
5491,,كمان اتبرات منهم  حازمون ابو اسماعيل صحيح دي اقل حاجه تعملها,27/04/2012 22:36
5492,,بعد تصريح ابو اسماعيل راى ان ولاد ابو اسماعيل يطلعولوا على الدقى ويدبحوه ابو اسماعيل,27/04/2012 22:36
5493,, بلاش موضوع فين ابو اسماعيل لنه لو نزل هيشخصن القضيه و يزيد الضرب على الثوارو ابو اسماعيل كان دائمافى الميدان الانصاف العباسيه,27/04/2012 22:38
5494,,الشيخ الكداب كان سبب فى موت احسن شباب  ابو اسماعيل العباسيه ,27/04/2012 22:37
5495,,واحد كاتب تعليق على صوره خالد على فى العباسيه  هما دول المزايدون المتاجرون بالدماء  اومال ابو اسماعيل يبقى ايه   ,27/04/2012 22:41
5496,,ابو اسماعيل  لا يوجد حاليا احد يتحدث باسم ما يسمى بالحمله المركزيه او الامانه العامه سواء عبر مطبوعات او وسائل ,27/04/2012 22:41
5497,,واحد كاتب تعليق على صوره خالد على فى العباسيه  هما دول المزايدون المتاجرون بالدماء  اومال ابو اسماعيل يبقى ايه ,27/04/2012 22:42
5498,,المتحدث الرسمي لحمله ابو اسماعيل يتبرا من انصارهم بالعباسيه ويوكد لسنا مسئولون عنهم والشيخ طلب منهم اكثر من مره ان يغادروا الميدان ,27/04/2012 22:42
5499,,     ابو اسماعيل اكيد اذا ظهر هيعلن عن موامره لاغتياله  والا كيف يخرج يديه من بركه الدم التي القى فيها انصاره وحدهم ملعنون حازم,27/04/2012 22:42
5500,,ابو اسماعيل عمل نفسه من الفلبين وجاي مصر زياره,27/04/2012 22:42
5501,,مصر لا تعليق على ابو اسماعيل بس يا ريت ماسمعش حد بيدافع عنه تاني  بس كده,27/04/2012 22:42
5502,,  كمان اتبرات منهم  حازمون ابو اسماعيل صحيح دي اقل حاجه تعملها,27/04/2012 22:41
5503,,انت فين يا ابو اسماعيل من اللى بيحصلمش كت بتقول سنحيا كراما الناس ماتت و الكرامه مبقتش موجوده و انت فينك   ,27/04/2012 22:43
5504,,دم كل واحد مات فى رقبتك انت ابو اسماعيل,27/04/2012 22:44
5505,,  انت فين يا ابو اسماعيل من اللى بيحصلمش كت بتقول سنحيا كراما الناس ماتت و الكرامه مبقتش موجوده و انت فينك   ,27/04/2012 22:45
5506,,انت معرص قول ماتتكسفش مش عيب ابو اسماعيل,27/04/2012 22:48
5507,,كل يوم بيعدى ابو اسماعيل بيثبت قد ايه هو جدير باى شتيمه حد بيوجهها له ابو اسماعيل,27/04/2012 22:47
5508,,  كل يوم بيعدى ابو اسماعيل بيثبت قد ايه هو جدير باى شتيمه حد بيوجهها له ابو اسماعيل,27/04/2012 22:48
5509,,في ظل هذه الاحداث الكثيره مننساش نبارك ل ابو اسماعيل بمناسبه افتتاح قناته الجديده    لا بارك الله فيها ,27/04/2012 22:49
5510,,يعنى ابو اسماعيل والدته و اخته و ولاد اخته يطلع معاهم الجنسيه الامريكيه و محمد مرسى يطلع ولاده معاهم الجنسيه ,27/04/2012 22:49
5511,,  في ظل هذه الاحداث الكثيره مننساش نبارك ل ابو اسماعيل بمناسبه افتتاح قناته الجديده    لا بارك الله فيها ,27/04/2012 22:50
5512,,احا يعنى طب انا اكرملى انزل اموت مع الناس دى ولا ان انا افضل مدفيها فى البيت خصوصا لو نازلين عشانى يابن العرص ابو اسماعيل  عباسيه,27/04/2012 22:50
5513,,ابو الفتوح حمدين صباحي خالد علي شكرا لوقوفكم مع الثوار ابو اسماعيل انت اكبر مقلب انصارك شربوه العباسيه وزاره الدفاع ,27/04/2012 22:53
5514,,اللى مشغلك يابو اسماعيل مبسوط منك دلوقتى صح ابو اسماعيل مبارك طنطاوى  العباسيه ,27/04/2012 22:52
5515,,   ابو الفتوح حمدين صباحي خالد علي شكرا لوقوفكم مع الثوار ابو اسماعيل انت اكبر مقلب انصارك شربوه العباسيه وزاره الدفاع ,27/04/2012 22:52
5516,,مش عيزا اشزف وش معتصم تبع اسماعيل بعد تصريح ابو اسماعيل يالا على البيت بقى  ابو اسماعيل ,27/04/2012 22:52
5517,,شاهد اخر تصريح لطلعت السادات رحمه الله عليه يتكلم عن ابو اسماعيل بخصوص ان الدم عنده سهل وكان يبوس ايد احمد عز  ,27/04/2012 22:54
5518,,ابو اسماعيل انت اعفن واجرب من اي كلب في الشارع تتحمي في العصابه لممها حولك يا شاذ فانت الاسلام برئ منك,27/04/2012 22:54
5519,,احب افكر ابو اسماعيل الكذاب وانصاره الي قدام وزاره الدفاع بان ربنا قال ومن يقتل مومنا متعمدا فجزاوه جهنم خالدا ,27/04/2012 22:55
5520,,طبيب ابو اسماعيلطلبنا فض الاعتصام والمعتصمين رفضوا   كل الدم ده فى رقبه ابو اسماعيل  جمع الناس وهرب,27/04/2012 22:54
5521,,فين الشيخ الفاضل و لاموخذه ابو اسماعيل,27/04/2012 22:57
5522,,و الناس بتموت و هو نايم و لسه عامل نفسه نايم و هيفضل عامل نفسه نايم  وفعلا انت و لا عندك دم و خساره فيك انصارك و مويديك  ابو اسماعيل,27/04/2012 22:57
5523,,و نفس ذات الوقت بقي مرضاش برضه يقول ان هو ضده لحسن الاعتصام يعمل حاجه و يحقق مطالب و لا حاجه و اهو لو حقق هنستفيد  ابو اسماعيل يتبع,27/04/2012 22:57
5524,,يعني ابو اسماعيل في الانتخابات عامل مشاكل بره الانتخابات عامل مشاكل فعلا ممنوع دخول اولاد ابو اسماعين,27/04/2012 22:58
5525,,الشيخ حازم الجميل اللطيف ساكت مرضاش يقول ان هو مع الاعتصام في الاول ليحصل اللي حصل دلوقتي ده و يلبسوه الليله   ابو اسماعيل يتبع,27/04/2012 23:00
5526,,نصيحه لمويدي ابو اسماعيل اخفوا الساعادي احسن,27/04/2012 22:59
